gene_id,gene_name,log2FC_3mo,log2FC_18mo,qvalue_18mo,sig_at_18mo,direction_18mo
ENSDARG00000074307,rapgef5b,0.4069,0.3437,0.111737,False,not_significant
ENSDARG00000094282,dnah11,1.9445,-2.4814,9.9e-05,True,down_in_MUT
ENSDARG00000021787,abcb5,-0.5844,-2.0539,0.01828,True,down_in_MUT
ENSDARG00000040717,macc1,1.3496,-1.9848,0.000284,True,down_in_MUT
ENSDARG00000076010,twist1b,-0.2915,0.5931,0.061357,False,not_significant
ENSDARG00000056642,hdac9b,-0.2591,0.671,0.072582,False,not_significant
ENSDARG00000009023,ankrd28b,0.225,-0.6006,0.042301,False,not_significant
ENSDARG00000020529,hacl1,-0.3133,0.2302,0.27368,False,not_significant
ENSDARG00000019692,colq,-0.3651,1.3265,0.015975,True,up_in_MUT
ENSDARG00000040698,plekha8,0.0275,-0.1716,0.225662,False,not_significant
ENSDARG00000040695,fkbp14,-0.0385,-0.2449,0.307649,False,not_significant
ENSDARG00000095615,si_dkeyp-86h10.3,-0.4271,-0.4145,0.317814,False,not_significant
ENSDARG00000011845,chn2,-0.0854,-0.7749,0.096261,False,not_significant
ENSDARG00000056480,cpvl,-0.1905,0.3627,0.16613,False,not_significant
ENSDARG00000056793,jazf1b,0.5931,-2.0309,0.00037,True,down_in_MUT
ENSDARG00000056856,tax1bp1b,-0.2106,0.6912,0.010441,False,not_significant
ENSDARG00000007959,hibadhb,0.1609,0.6319,0.020944,False,not_significant
ENSDARG00000036254,hoxa13b,-1.3003,-2.2581,0.035689,True,down_in_MUT
ENSDARG00000007009,hoxa11b,-0.5435,0.054,0.385092,False,not_significant
ENSDARG00000031337,hoxa10b,-0.0722,0.2839,0.241045,False,not_significant
ENSDARG00000056819,hoxa9b,-0.3278,-0.1973,0.293328,False,not_significant
ENSDARG00000023031,hoxa2b,-0.4192,0.4944,0.177165,False,not_significant
ENSDARG00000000906,skap2,0.3251,0.1483,0.331037,False,not_significant
ENSDARG00000092158,cbx3b,0.0267,0.3709,0.093351,False,not_significant
ENSDARG00000006151,pde11al,0.4883,-1.6114,0.068229,False,not_significant
ENSDARG00000040482,osbpl3b,0.1445,0.0883,0.369829,False,not_significant
ENSDARG00000040485,gsdmeb,-0.2916,-0.1454,0.323669,False,not_significant
ENSDARG00000056892,mpp6a,0.0161,0.0293,0.395555,False,not_significant
ENSDARG00000056339,stk31,1.7276,-5.3483,0.0,True,down_in_MUT
ENSDARG00000078523,ddr1,-0.3431,0.8105,4e-06,False,not_significant
ENSDARG00000061789,gnl1,0.7827,0.603,,False,not_significant
ENSDARG00000089032,si_ch211-154o6.2,0.2197,0.7192,0.30847,False,not_significant
ENSDARG00000099846,si_ch211-154o6.3,-0.0271,-0.1037,,False,not_significant
ENSDARG00000022788,cops7a,0.2755,2.1206,0.150549,False,not_significant
ENSDARG00000056379,si_ch73-86n18.1,-0.4484,2.1383,0.016909,True,up_in_MUT
ENSDARG00000061762,trim108,-1.213,0.3737,0.378362,False,not_significant
ENSDARG00000097470,FP015862.2,0.0027,4.1467,0.133714,False,not_significant
ENSDARG00000087706,dicp3.3,0.3957,3.8468,,False,not_significant
ENSDARG00000099674,dicp3.1,-0.1822,0.81,0.158694,False,not_significant
ENSDARG00000099021,setdb1b,0.568,-1.085,0.000252,True,down_in_MUT
ENSDARG00000102774,znf687a,-0.1037,-0.1377,0.272701,False,not_significant
ENSDARG00000080675,si_dkey-71b5.7,-1.3294,-0.3173,0.324149,False,not_significant
ENSDARG00000092801,CR855277.2,-2.2159,-1.1402,0.143823,False,not_significant
ENSDARG00000095522,si_dkey-71b5.3,-1.5637,-0.0495,0.398753,False,not_significant
ENSDARG00000093926,CR855277.3,-1.3837,-0.3301,0.315799,False,not_significant
ENSDARG00000007086,aqp10a,-0.0881,-0.0222,0.403298,False,not_significant
ENSDARG00000078387,si_dkey-92i15.4,-0.5173,0.7085,0.299175,False,not_significant
ENSDARG00000055613,zgc_123238,-0.0533,1.0323,0.022644,True,up_in_MUT
ENSDARG00000061242,tuft1a,-0.0393,1.0609,0.014703,True,up_in_MUT
ENSDARG00000055607,cgna,1.3816,-1.8746,0.068059,False,not_significant
ENSDARG00000087956,she,-0.335,0.6285,0.069208,False,not_significant
ENSDARG00000017790,chrnb2,-0.1368,-0.057,0.391546,False,not_significant
ENSDARG00000055589,s100t,-1.3506,0.9208,0.159153,False,not_significant
ENSDARG00000089441,si_ch211-105c13.3,-0.626,0.9278,0.050755,False,not_significant
ENSDARG00000011824,pbxip1b,-0.1763,0.4416,0.061066,False,not_significant
ENSDARG00000075437,shc1,0.002,0.2175,0.223244,False,not_significant
ENSDARG00000070390,flad1,0.0623,0.2898,0.178391,False,not_significant
ENSDARG00000090427,si_dkey-246i14.3,0.1301,0.3911,0.316548,False,not_significant
ENSDARG00000018787,efna1b,-0.7107,0.9355,0.000457,False,not_significant
ENSDARG00000015158,slc50a1,0.2776,-0.7574,0.105378,False,not_significant
ENSDARG00000103199,si_dkey-247k7.2,-0.8389,4.4557,,False,not_significant
ENSDARG00000070386,krtcap2,0.1931,-0.3004,0.175975,False,not_significant
ENSDARG00000025254,s100a10b,-0.415,0.9332,0.015671,False,not_significant
ENSDARG00000101181,s100w,-1.4066,0.7002,0.099364,False,not_significant
ENSDARG00000009978,icn,-0.4185,0.8306,0.029421,False,not_significant
ENSDARG00000055514,icn2,-1.1409,1.5596,0.050137,False,not_significant
ENSDARG00000016977,snx27b,-0.2418,-0.0499,0.376648,False,not_significant
ENSDARG00000012389,adar,0.5238,-1.1856,0.005118,True,down_in_MUT
ENSDARG00000019753,kcnn3,-0.1193,0.0091,0.404021,False,not_significant
ENSDARG00000055475,rps27.2,-0.3711,0.7774,0.002962,False,not_significant
ENSDARG00000034771,rab13,0.0423,-0.7178,0.00805,False,not_significant
ENSDARG00000079008,si_dkey-7f3.9,1.1575,-2.7191,0.013573,True,down_in_MUT
ENSDARG00000040303,nbn,0.2746,-0.559,0.069544,False,not_significant
ENSDARG00000040302,osgin2,0.3937,0.3429,0.344145,False,not_significant
ENSDARG00000040300,gtpbp10,-0.0688,-0.0501,0.384697,False,not_significant
ENSDARG00000040298,apoa4b.1,0.1293,-1.8698,0.153114,False,not_significant
ENSDARG00000020866,apoa4b.2,2.9858,-1.8359,0.048284,True,down_in_MUT
ENSDARG00000094929,apoa4b.2,3.2427,-2.2669,0.053055,False,not_significant
ENSDARG00000095050,si_dkey-7f3.14,-0.369,-0.7825,0.298757,False,not_significant
ENSDARG00000040295,apoeb,0.0809,0.0836,0.371114,False,not_significant
ENSDARG00000092170,apoc1,-0.5158,-2.7082,0.046512,True,down_in_MUT
ENSDARG00000075614,apoc4,-0.9327,-4.8366,0.001439,True,down_in_MUT
ENSDARG00000015866,apoa2,-0.7653,-2.0755,0.121933,False,not_significant
ENSDARG00000092155,apoc2,-0.3427,-3.5966,0.019603,True,down_in_MUT
ENSDARG00000090190,bcam,-0.2479,1.1929,0.000627,True,up_in_MUT
ENSDARG00000030602,rps19,-0.4934,0.7493,0.004617,False,not_significant
ENSDARG00000040291,cadm4,-0.2103,0.6612,0.036257,False,not_significant
ENSDARG00000079175,si_ch211-79k12.1,0.3026,0.4995,0.104256,False,not_significant
ENSDARG00000090679,si_ch211-79k12.2,-0.3185,0.5952,0.034987,False,not_significant
ENSDARG00000097110,si_dkey-56f14.4,-0.2908,-0.0244,0.397166,False,not_significant
ENSDARG00000097057,fxyd6l,-0.4949,0.6181,0.009212,False,not_significant
ENSDARG00000055400,si_dkey-56f14.7,-0.6375,1.0247,0.118675,False,not_significant
ENSDARG00000032496,pon1,0.2967,-0.4466,0.203433,False,not_significant
ENSDARG00000097789,pon3.2,-0.7628,-2.1947,0.011758,True,down_in_MUT
ENSDARG00000040290,pon3.2,-0.4615,-0.6383,0.118128,False,not_significant
ENSDARG00000016856,pon2,-1.0321,-0.4084,0.232274,False,not_significant
ENSDARG00000040287,ywhabl,0.2238,0.0381,0.366582,False,not_significant
ENSDARG00000076627,smg9,-0.2624,-0.026,0.389219,False,not_significant
ENSDARG00000078018,si_dkey-79d12.4,0.1948,-1.6461,0.010157,True,down_in_MUT
ENSDARG00000086091,kcnn4,1.6711,0.0612,0.389472,False,not_significant
ENSDARG00000040284,si_dkey-79d12.5,0.6493,0.6051,0.095307,False,not_significant
ENSDARG00000097454,BX539313.2,0.2727,-6.4569,0.0,True,down_in_MUT
ENSDARG00000042983,has1,0.5517,1.1992,0.126783,False,not_significant
ENSDARG00000042984,fpr1,-0.0168,1.233,0.049231,True,up_in_MUT
ENSDARG00000042989,si_dkeyp-84f3.5,-0.0593,-0.0417,0.370288,False,not_significant
ENSDARG00000042969,znf1035,-0.1078,-0.1561,0.27232,False,not_significant
ENSDARG00000086626,im_7147486,0.1064,-0.323,0.165783,False,not_significant
ENSDARG00000097863,si_dkeyp-84f3.9,0.1137,-0.0737,0.361553,False,not_significant
ENSDARG00000042993,prss1,1.6572,-3.5392,0.016977,True,down_in_MUT
ENSDARG00000097284,si_ch211-261d7.3,-0.0343,0.5234,0.042309,False,not_significant
ENSDARG00000022952,zgc_66448,0.2752,-1.0265,0.005229,True,down_in_MUT
ENSDARG00000104641,si_ch211-261d7.6,-0.2586,0.0332,0.384827,False,not_significant
ENSDARG00000040282,zgc_92590,-2.8164,-3.6169,0.029421,True,down_in_MUT
ENSDARG00000090267,CU062628.1,1.103,1.6511,0.253562,False,not_significant
ENSDARG00000097819,znf576.1,0.2318,-0.6327,0.06707,False,not_significant
ENSDARG00000078164,znf576.2,-0.0822,0.1213,0.284793,False,not_significant
ENSDARG00000087530,wu_fe05a04,0.5249,-1.0911,0.032685,True,down_in_MUT
ENSDARG00000040280,zgc_110182,-0.2906,-0.2195,0.292837,False,not_significant
ENSDARG00000040278,klhl38b,1.5637,0.4007,0.229209,False,not_significant
ENSDARG00000040277,fbxo32,0.7212,-0.2859,0.295068,False,not_significant
ENSDARG00000055288,prelid3a,-0.2791,0.9483,0.062481,False,not_significant
ENSDARG00000096959,si_dkey-29h14.10,-0.2262,-0.1337,0.359252,False,not_significant
ENSDARG00000074623,tbc1d31,1.3293,-2.0106,0.0,True,down_in_MUT
ENSDARG00000060948,dync1i1,1.4702,-3.4799,5.4e-05,True,down_in_MUT
ENSDARG00000097388,BX571853.1,-0.9694,-1.3331,0.033706,True,down_in_MUT
ENSDARG00000077987,zfat,0.2135,-0.7639,0.028043,False,not_significant
ENSDARG00000073705,rbfa,-0.0449,-0.436,0.153667,False,not_significant
ENSDARG00000060937,adnp2a,0.5474,-1.1748,0.006994,True,down_in_MUT
ENSDARG00000029259,zgc_136493,-0.0887,0.6368,0.092096,False,not_significant
ENSDARG00000060925,jarid2a,0.3054,-0.9952,0.039271,False,not_significant
ENSDARG00000055115,dtnbp1a,0.22,0.1173,0.283341,False,not_significant
ENSDARG00000055118,mylipb,-0.2193,0.3438,0.251965,False,not_significant
ENSDARG00000060862,atxn1b,-0.3509,-0.597,0.119411,False,not_significant
ENSDARG00000004308,fam8a1b,-0.0492,-0.0826,0.350695,False,not_significant
ENSDARG00000055138,zgc_110410,-1.7136,-0.5514,0.299276,False,not_significant
ENSDARG00000055162,zhx2a,-0.1129,0.2422,0.125516,False,not_significant
ENSDARG00000021905,derl1,-0.0452,0.4142,0.109732,False,not_significant
ENSDARG00000076379,nsmce2,0.0092,-1.28,0.000764,True,down_in_MUT
ENSDARG00000092112,tomm40,0.1904,0.0639,0.344622,False,not_significant
ENSDARG00000018425,ddx61,0.3531,-0.4068,0.023271,False,not_significant
ENSDARG00000087832,bcl3,-0.3307,-0.8838,0.145844,False,not_significant
ENSDARG00000078217,cblc,-0.1013,0.1491,0.350042,False,not_significant
ENSDARG00000086847,irgq1,0.9424,1.644,0.015844,True,up_in_MUT
ENSDARG00000070317,irge4,0.8514,0.7929,0.238821,False,not_significant
ENSDARG00000079274,prss59.1,2.6684,-3.7498,0.029621,True,down_in_MUT
ENSDARG00000073742,prss59.2,2.0567,-3.0342,0.067283,False,not_significant
ENSDARG00000075677,mrpl17,-0.1715,0.2859,0.211407,False,not_significant
ENSDARG00000088342,tmem145,-0.5282,-0.9014,0.087332,False,not_significant
ENSDARG00000101145,lipeb,0.1167,0.6759,0.030666,False,not_significant
ENSDARG00000055837,arhgef1b,-0.3193,0.2739,0.187727,False,not_significant
ENSDARG00000088497,BX571757.1,0.5506,-1.1844,0.030938,True,down_in_MUT
ENSDARG00000079751,megf8,-0.4801,0.0749,0.349935,False,not_significant
ENSDARG00000021021,trim35-28,-0.0637,-0.0541,0.375205,False,not_significant
ENSDARG00000029019,epb41b,-0.4809,0.4847,0.243386,False,not_significant
ENSDARG00000093592,CR391910.2,-0.881,-0.9035,0.121361,False,not_significant
ENSDARG00000074346,l3mbtl1b,-0.0529,-0.0879,0.32724,False,not_significant
ENSDARG00000006598,sgk2b,-0.2264,1.6363,1.4e-05,True,up_in_MUT
ENSDARG00000055784,ptpn3,0.1253,0.1594,0.32704,False,not_significant
ENSDARG00000061398,epb41l4b,-0.1698,0.4784,0.199774,False,not_significant
ENSDARG00000011245,esrp1,-0.4748,0.8942,0.126841,False,not_significant
ENSDARG00000075824,virma,0.4936,-0.6658,0.010778,False,not_significant
ENSDARG00000073918,rnf41l,1.0362,-2.534,0.003003,True,down_in_MUT
ENSDARG00000092134,rad54b,0.8049,-0.6734,0.009263,False,not_significant
ENSDARG00000101437,fsbp,-0.6938,0.3589,0.341366,False,not_significant
ENSDARG00000029112,gem,-0.4938,0.5079,0.212157,False,not_significant
ENSDARG00000005112,cdh17,0.96,1.2615,0.02861,True,up_in_MUT
ENSDARG00000076308,pdp1,-0.0623,0.6928,0.067078,False,not_significant
ENSDARG00000092407,zmp_0000001316,-0.1216,-0.41,0.183651,False,not_significant
ENSDARG00000055719,ino80c,-0.2179,0.1972,0.265413,False,not_significant
ENSDARG00000061335,galnt1,-0.329,0.8419,1.6e-05,False,not_significant
ENSDARG00000070455,tmem245,-0.2479,0.579,0.025015,False,not_significant
ENSDARG00000019008,erp44,0.1057,0.0295,0.378249,False,not_significant
ENSDARG00000070399,alg2,0.3068,-1.1123,,False,not_significant
ENSDARG00000076568,sec61b,0.2682,-0.3996,0.192341,False,not_significant
ENSDARG00000055854,nr4a3,0.1141,0.4697,0.16224,False,not_significant
ENSDARG00000006869,stx17,-0.1775,0.1379,0.29141,False,not_significant
ENSDARG00000002213,invs,0.4748,-0.9502,0.03475,False,not_significant
ENSDARG00000055885,tex10,0.4254,-0.8229,0.012799,False,not_significant
ENSDARG00000091631,si_ch211-197h24.6,0.207,-0.1847,0.247379,False,not_significant
ENSDARG00000055889,zgc_153215,1.5901,-3.7871,0.0,True,down_in_MUT
ENSDARG00000076752,tmem67,1.7801,-3.1282,0.0,True,down_in_MUT
ENSDARG00000093760,si_ch211-197h24.9,0.3991,-0.3252,0.227851,False,not_significant
ENSDARG00000016837,glipr2l,0.3659,0.0053,0.406846,False,not_significant
ENSDARG00000012347,nacad,-0.4648,0.4284,0.197006,False,not_significant
ENSDARG00000074807,tbrg4,0.3333,0.5988,0.047511,False,not_significant
ENSDARG00000055901,steap4,0.7158,1.8736,0.01086,True,up_in_MUT
ENSDARG00000089480,si_dkey-12j5.1,0.1605,0.5378,0.040709,False,not_significant
ENSDARG00000028715,mindy3,0.5368,-2.8919,0.0,True,down_in_MUT
ENSDARG00000078717,itga8,0.1599,-0.7981,0.112509,False,not_significant
ENSDARG00000079788,fam171a1,0.0728,-0.542,0.105,False,not_significant
ENSDARG00000021808,nmt2,0.8529,-1.0435,0.002938,True,down_in_MUT
ENSDARG00000040350,rpp38,0.2292,-0.8512,0.030819,False,not_significant
ENSDARG00000094730,acbd7,-0.1657,0.4554,0.200907,False,not_significant
ENSDARG00000040352,crot,-0.261,0.6378,0.022763,False,not_significant
ENSDARG00000010936,abcb4,0.1931,-0.3773,0.163802,False,not_significant
ENSDARG00000089213,adam15,-0.6132,1.1069,0.00479,True,up_in_MUT
ENSDARG00000056077,dcst1,2.0008,-6.0142,0.000173,True,down_in_MUT
ENSDARG00000088693,dcst2,1.7633,-6.5438,0.0,True,down_in_MUT
ENSDARG00000070427,s100v1,-1.0947,-0.8406,0.200009,False,not_significant
ENSDARG00000086126,trim33l,0.9794,-1.9651,0.0,True,down_in_MUT
ENSDARG00000018048,zgc_171704,0.0474,-0.2246,0.312557,False,not_significant
ENSDARG00000076844,plin6,0.0301,-0.2406,0.339004,False,not_significant
ENSDARG00000056105,syt11b,0.5081,-2.0318,0.003518,True,down_in_MUT
ENSDARG00000070428,si_dkey-222b8.1,0.4091,0.787,0.021255,False,not_significant
ENSDARG00000070430,chtopb,1.0586,-4.8197,0.0,True,down_in_MUT
ENSDARG00000018750,npr1b,-0.0213,1.458,0.007433,True,up_in_MUT
ENSDARG00000005867,gon4l,0.2389,-0.7321,0.019441,False,not_significant
ENSDARG00000091931,gpatch4,0.5378,-0.4466,0.24676,False,not_significant
ENSDARG00000094396,CR848841.1,-1.4713,1.4115,0.033706,True,up_in_MUT
ENSDARG00000088805,nes,0.0509,0.2976,0.265382,False,not_significant
ENSDARG00000040237,mef2d,-0.2894,0.8618,0.005371,False,not_significant
ENSDARG00000095906,CR848047.1,0.8654,-0.7822,0.341709,False,not_significant
ENSDARG00000009018,rhbg,0.7498,-1.0194,0.117238,False,not_significant
ENSDARG00000003903,hapln2,-0.6207,0.3912,0.178391,False,not_significant
ENSDARG00000099412,bcan,0.6098,0.256,0.326686,False,not_significant
ENSDARG00000102266,isg20l2,0.5398,-0.736,0.00145,False,not_significant
ENSDARG00000089033,rrnad1,0.4979,-1.0921,0.019859,True,down_in_MUT
ENSDARG00000040249,tlr18,0.9426,-3.8877,0.0,True,down_in_MUT
ENSDARG00000070442,si_ch211-113g11.6,0.246,-3.7831,1e-06,True,down_in_MUT
ENSDARG00000040251,ctsk,-0.1783,0.8558,0.006173,False,not_significant
ENSDARG00000074656,ctss2.1,0.792,-2.27,,False,not_significant
ENSDARG00000013771,ctss2.2,-0.0669,1.5113,,False,not_significant
ENSDARG00000040253,onecutl,2.1491,-3.1408,0.006592,True,down_in_MUT
ENSDARG00000040254,hormad1,1.552,-6.3468,0.0,True,down_in_MUT
ENSDARG00000061644,ensab,-0.3704,1.1423,0.000668,True,up_in_MUT
ENSDARG00000008363,mcl1b,-0.1476,1.0948,0.010367,True,up_in_MUT
ENSDARG00000088567,vps72b,-0.5875,-0.1422,0.332752,False,not_significant
ENSDARG00000020890,tmod4,-0.1477,0.8479,0.00268,False,not_significant
ENSDARG00000003027,scnm1,-0.1141,-0.835,0.035298,False,not_significant
ENSDARG00000054789,lysmd1,0.0076,-0.1123,0.287631,False,not_significant
ENSDARG00000046148,tnfaip8l2b,-0.5622,1.0579,0.061446,False,not_significant
ENSDARG00000093232,CR847566.1,-0.3863,-0.4271,0.338272,False,not_significant
ENSDARG00000000189,sema6e,-0.2271,1.1552,0.000117,True,up_in_MUT
ENSDARG00000076861,tmem79b,0.4478,-1.4132,0.002987,True,down_in_MUT
ENSDARG00000016173,cct3,-0.0005,0.3084,0.140215,False,not_significant
ENSDARG00000014015,pdia7,0.286,-0.2358,0.168739,False,not_significant
ENSDARG00000060753,pear1,-0.2184,0.6066,0.067201,False,not_significant
ENSDARG00000013415,lmna,-0.5601,0.9891,0.000939,False,not_significant
ENSDARG00000040186,fam210ab,0.0491,0.487,0.13358,False,not_significant
ENSDARG00000054941,ldlrad4b,-0.8299,1.0685,0.047601,True,up_in_MUT
ENSDARG00000004672,ptk2ab,-0.4873,0.4994,0.042528,False,not_significant
ENSDARG00000013153,dennd3b,1.5273,0.2054,0.306307,False,not_significant
ENSDARG00000077326,slc45a4,-0.1059,-0.4319,0.116596,False,not_significant
ENSDARG00000077427,gpr20,-0.2737,0.155,0.35941,False,not_significant
ENSDARG00000054914,dgat1b,-0.4043,0.3848,0.187748,False,not_significant
ENSDARG00000019585,gstk2,0.1004,1.0962,0.144892,False,not_significant
ENSDARG00000093167,BX510336.1,0.0212,1.1553,0.035605,True,up_in_MUT
ENSDARG00000016573,mroh1,-0.0334,0.6441,0.016294,False,not_significant
ENSDARG00000054814,ptp4a3b,-0.4508,-0.5052,0.273107,False,not_significant
ENSDARG00000010420,ndrg1b,-0.6481,-0.3588,0.308377,False,not_significant
ENSDARG00000076685,ccn4b,-0.3875,0.5239,0.139795,False,not_significant
ENSDARG00000020084,tg,1.0338,0.8778,0.061721,False,not_significant
ENSDARG00000100287,SLA (1 of many),-0.301,2.1385,0.052745,False,not_significant
ENSDARG00000017427,phf20l1,0.1506,-0.7522,0.009844,False,not_significant
ENSDARG00000090352,CR855311.1,-0.0995,1.2438,0.040162,True,up_in_MUT
ENSDARG00000100599,c1s,0.3374,0.7799,0.009368,False,not_significant
ENSDARG00000101481,rbp5,-0.3001,-0.2265,0.301252,False,not_significant
ENSDARG00000089043,ptpn6,-0.2396,1.0144,0.01972,True,up_in_MUT
ENSDARG00000025789,chd4b,0.0369,0.1081,0.323985,False,not_significant
ENSDARG00000040159,wnt4b,0.4476,0.2368,0.363883,False,not_significant
ENSDARG00000040158,cdc42l,0.1159,0.4075,0.132892,False,not_significant
ENSDARG00000034616,mlf2,0.0929,0.4369,0.108576,False,not_significant
ENSDARG00000092067,atn1,0.3269,-1.0561,0.148032,False,not_significant
ENSDARG00000021184,rbfox1l,-0.6124,-0.0502,,False,not_significant
ENSDARG00000011405,rps9,-0.2244,0.7317,0.00429,False,not_significant
ENSDARG00000002971,phc1,0.0285,-0.7818,0.020131,False,not_significant
ENSDARG00000041947,styk1b,-0.8435,0.6997,0.144729,False,not_significant
ENSDARG00000093119,gstk4,-1.3175,0.9708,0.14802,False,not_significant
ENSDARG00000092052,gstk4,-0.3491,0.4117,0.314739,False,not_significant
ENSDARG00000056510,gstk1,-0.198,0.8541,0.033212,False,not_significant
ENSDARG00000033436,mboat7,0.2589,-0.6974,0.014372,False,not_significant
ENSDARG00000031757,tmc4,0.5894,0.6569,0.032486,False,not_significant
ENSDARG00000037633,leng1,-0.1445,-0.3471,0.183418,False,not_significant
ENSDARG00000029114,si_dkey-40m6.8,0.8266,-1.8648,0.019959,True,down_in_MUT
ENSDARG00000095904,prpf31,0.265,-0.1428,0.31684,False,not_significant
ENSDARG00000007135,cnot3a,0.3385,-0.334,0.133837,False,not_significant
ENSDARG00000069893,sphk2,1.1451,-1.6941,0.0,True,down_in_MUT
ENSDARG00000042030,kpna5,0.0071,0.6347,0.000731,False,not_significant
ENSDARG00000059983,zufsp,0.3814,-0.6351,0.166143,False,not_significant
ENSDARG00000015930,rwdd1,-0.071,0.3715,0.160363,False,not_significant
ENSDARG00000012726,calhm5.2,0.9711,-1.1126,0.067284,False,not_significant
ENSDARG00000074947,calhm5.1,-0.2618,-0.3927,0.247288,False,not_significant
ENSDARG00000041980,calhm6,0.7053,0.8834,0.102956,False,not_significant
ENSDARG00000003576,klhl32,0.9724,0.0418,0.388725,False,not_significant
ENSDARG00000074691,mms22l,0.9674,-2.5905,0.0,True,down_in_MUT
ENSDARG00000097514,CR854989.1,0.6325,-5.5375,0.000203,True,down_in_MUT
ENSDARG00000026941,fbxl4,0.2128,-1.3949,0.002531,True,down_in_MUT
ENSDARG00000075013,usp45,0.1871,0.4045,0.159791,False,not_significant
ENSDARG00000087048,si_dkey-165n16.1,0.3962,-0.8142,0.030582,False,not_significant
ENSDARG00000053201,zgc_172323,-1.3943,0.143,0.369757,False,not_significant
ENSDARG00000053215,me1,0.1103,0.6841,0.060621,False,not_significant
ENSDARG00000053291,pnrc2,-0.1393,-3.5691,1e-06,True,down_in_MUT
ENSDARG00000039969,akirin1,0.0964,-0.357,0.165605,False,not_significant
ENSDARG00000069833,rhbdl2,-0.2979,0.1676,0.340839,False,not_significant
ENSDARG00000069829,rragca,0.3327,0.036,0.384851,False,not_significant
ENSDARG00000009823,pou3f1,-0.5471,0.4103,0.159312,False,not_significant
ENSDARG00000039958,utp11,-0.0561,-0.9338,0.051349,False,not_significant
ENSDARG00000098080,gnl2,0.5633,-0.6853,0.072795,False,not_significant
ENSDARG00000069815,dnali1,1.4884,-5.582,0.0,True,down_in_MUT
ENSDARG00000087528,snip1,0.04,-0.469,0.079104,False,not_significant
ENSDARG00000103127,gpn2,-0.4193,0.2391,0.210129,False,not_significant
ENSDARG00000101710,arid1aa,0.0083,-0.1234,0.31296,False,not_significant
ENSDARG00000101952,pigv,-0.0148,-1.0004,0.015988,True,down_in_MUT
ENSDARG00000069807,zdhhc18a,0.0986,-0.2262,0.232624,False,not_significant
ENSDARG00000039943,tent5ba,-0.205,0.7071,0.020034,False,not_significant
ENSDARG00000004724,tcea3,-0.2728,0.6376,0.043276,False,not_significant
ENSDARG00000037159,oprd1b,0.0186,-2.4393,0.027268,True,down_in_MUT
ENSDARG00000037158,rcc1,0.1975,-1.3236,,False,not_significant
ENSDARG00000032221,phactr4b,-0.4193,0.3143,0.171942,False,not_significant
ENSDARG00000091368,AL954327.1,-0.0714,0.4027,0.268145,False,not_significant
ENSDARG00000037154,hivep3b,-0.2756,-0.2947,0.254206,False,not_significant
ENSDARG00000053425,serinc2l,-0.2543,0.3466,0.195401,False,not_significant
ENSDARG00000095152,si_ch211-255i3.4,1.0285,-1.6672,0.011861,True,down_in_MUT
ENSDARG00000034907,paqr7b,-0.0191,0.4774,0.207954,False,not_significant
ENSDARG00000033655,stmn1b,0.296,-0.6415,0.081657,False,not_significant
ENSDARG00000101081,ptprub,0.4313,-1.9769,2.2e-05,True,down_in_MUT
ENSDARG00000098386,ctps1b,-0.3332,-1.3055,0.318055,False,not_significant
ENSDARG00000101009,cited4b,-0.2318,0.5636,0.165454,False,not_significant
ENSDARG00000104311,scmh1,1.7345,-0.4976,0.199881,False,not_significant
ENSDARG00000104760,si_ch211-1i11.3,0.1049,0.9764,0.019366,False,not_significant
ENSDARG00000098802,map7d1a,-0.1321,0.4071,0.160574,False,not_significant
ENSDARG00000098223,AL773558.1,-0.3838,0.4034,0.369025,False,not_significant
ENSDARG00000101989,thrap3a,-0.0113,0.3377,0.244738,False,not_significant
ENSDARG00000099448,sh3d21,-0.1917,-0.7909,0.127981,False,not_significant
ENSDARG00000102701,eva1ba,-0.172,0.9499,0.01708,False,not_significant
ENSDARG00000101888,OSCP1 (1 of many),1.4591,-2.8569,0.0001,True,down_in_MUT
ENSDARG00000103978,sh3bp5b,0.2684,-1.2668,,False,not_significant
ENSDARG00000102987,capn7,-0.1357,0.5435,0.016514,False,not_significant
ENSDARG00000098135,stk40,-0.1461,0.8403,0.00505,False,not_significant
ENSDARG00000079752,col6a4a,0.5617,1.23,0.005311,True,up_in_MUT
ENSDARG00000060469,pik3r4,-0.2385,0.5674,0.012511,False,not_significant
ENSDARG00000003869,decr1,0.0233,0.3951,0.174723,False,not_significant
ENSDARG00000029230,pnp4b,-0.435,-2.9754,0.072582,False,not_significant
ENSDARG00000069941,tdp2a,2.024,0.2833,0.358274,False,not_significant
ENSDARG00000103001,si_ch73-215d9.1,0.1865,-1.6232,0.049656,True,down_in_MUT
ENSDARG00000076544,aldh5a1,-0.0299,-0.1491,0.30187,False,not_significant
ENSDARG00000039989,snrnp48,-0.4319,-1.8748,0.040179,True,down_in_MUT
ENSDARG00000088650,si_ch211-208k15.1,0.9594,-1.8857,0.02131,True,down_in_MUT
ENSDARG00000075133,adgrb1a,0.0092,-0.983,0.001833,False,not_significant
ENSDARG00000087369,cep162,1.4757,-2.0303,0.000296,True,down_in_MUT
ENSDARG00000074763,mrap2a,-0.2337,1.1251,0.069191,False,not_significant
ENSDARG00000095533,si_ch211-198c19.3,-0.0455,1.7233,0.002638,True,up_in_MUT
ENSDARG00000077499,plekho1b,-0.2254,1.0215,0.039253,True,up_in_MUT
