gene_id,gene_name,log2FC_3mo,log2FC_18mo,qvalue_18mo,sig_at_18mo,direction_18mo
ENSDARG00000089428,rab12,-0.0666,0.6348,0.006925,False,not_significant
ENSDARG00000091408,mtcl1,-1.513,0.6943,0.260016,False,not_significant
ENSDARG00000069029,acss2l,-0.1711,0.6816,0.168244,False,not_significant
ENSDARG00000013044,ndufv2,-0.1188,0.67,0.020464,False,not_significant
ENSDARG00000052419,ankrd12,0.785,-0.9392,0.004022,False,not_significant
ENSDARG00000104244,twsg1a,-0.3862,0.144,0.308413,False,not_significant
ENSDARG00000104076,rnf126,1.0062,-1.03,0.001062,True,down_in_MUT
ENSDARG00000067920,rab8a,0.6304,-0.8689,0.004454,False,not_significant
ENSDARG00000019128,tpm4b,0.3015,0.6023,0.077125,False,not_significant
ENSDARG00000100700,CABZ01066725.1,-0.2786,-0.5541,0.146523,False,not_significant
ENSDARG00000102808,calr3b,0.3599,-0.7213,0.041913,False,not_significant
ENSDARG00000094889,cplx4c,-0.8007,0.2013,0.274121,False,not_significant
ENSDARG00000059781,atcayb,-0.9627,-1.1043,0.136559,False,not_significant
ENSDARG00000067848,nmrk2,-0.1636,1.0944,0.004872,True,up_in_MUT
ENSDARG00000076904,loxl5b,0.9584,-0.7431,0.103997,False,not_significant
ENSDARG00000097617,si_ch211-178n15.1,-0.3524,0.2793,0.222806,False,not_significant
ENSDARG00000067850,jund,-0.021,0.9308,0.011111,False,not_significant
ENSDARG00000054666,pgpep1,0.0906,-0.0826,0.368924,False,not_significant
ENSDARG00000016302,upf1,0.1282,-0.4235,0.047745,False,not_significant
ENSDARG00000041435,uba52,-0.451,0.722,0.001572,False,not_significant
ENSDARG00000090086,rab11bb,0.2503,0.157,0.305469,False,not_significant
ENSDARG00000093360,CU469531.2,0.7257,1.4266,0.238992,False,not_significant
ENSDARG00000100313,pip5k1cb,0.3154,0.3236,0.30441,False,not_significant
ENSDARG00000076836,gpx4b,-0.1115,0.5395,0.122375,False,not_significant
ENSDARG00000052496,arhgap45a,-0.1344,-0.2406,0.271205,False,not_significant
ENSDARG00000099368,slc25a42,-0.6213,0.7024,0.048826,False,not_significant
ENSDARG00000103770,ARMC6,0.3292,-0.2739,0.339211,False,not_significant
ENSDARG00000100371,eef2b,0.1552,-0.2125,0.307571,False,not_significant
ENSDARG00000104653,btbd2b,-0.1047,0.4801,0.078738,False,not_significant
ENSDARG00000061774,mbd3a,-0.0861,0.0012,0.408136,False,not_significant
ENSDARG00000095921,si_ch1073-325m22.2,0.1109,0.4402,0.190655,False,not_significant
ENSDARG00000098801,sbno2a,-2.3345,-0.3557,0.227162,False,not_significant
ENSDARG00000005915,tcf3a,-0.0861,-0.7283,0.067321,False,not_significant
ENSDARG00000068918,map2k2b,0.0895,0.3056,0.177294,False,not_significant
ENSDARG00000042215,pias4b,1.8735,-6.2415,0.0,True,down_in_MUT
ENSDARG00000104077,fcer1gl,0.1271,1.5184,0.009799,True,up_in_MUT
ENSDARG00000095024,si_dkeyp-68b7.10,-0.643,0.4787,0.16829,False,not_significant
ENSDARG00000021107,sf3a2,0.6506,0.0443,0.389219,False,not_significant
ENSDARG00000025593,plekhj1,-0.2861,0.5674,0.042598,False,not_significant
ENSDARG00000027547,TPGS1,0.5443,-1.2758,0.013325,True,down_in_MUT
ENSDARG00000038476,si_dkeyp-68b7.7,-0.122,-0.8714,0.014372,False,not_significant
ENSDARG00000092766,si_dkeyp-68b7.7,0.3604,-0.0113,0.404855,False,not_significant
ENSDARG00000079930,si_dkeyp-68b7.5,1.5671,-2.0228,0.004071,True,down_in_MUT
ENSDARG00000074846,si_dkeyp-68b7.12,-0.2082,1.2619,0.00048,True,up_in_MUT
ENSDARG00000105127,si_ch211-155e24.3,0.1446,-0.7176,0.065792,False,not_significant
ENSDARG00000019917,epb41l3b,-0.1637,0.3663,0.058475,False,not_significant
ENSDARG00000103284,CABZ01110881.1,0.4326,-0.2612,0.255237,False,not_significant
ENSDARG00000099802,pnp5b,0.342,-0.3545,0.292837,False,not_significant
ENSDARG00000078442,AL954696.1,0.7047,-0.6065,0.100643,False,not_significant
ENSDARG00000103672,cirbpa,0.4617,-0.8491,0.002972,False,not_significant
ENSDARG00000067966,fem1a,-0.2752,0.7697,0.000383,False,not_significant
ENSDARG00000090544,CABZ01085658.1,0.1963,-0.3083,0.198884,False,not_significant
ENSDARG00000067817,CABZ01083448.1,-0.3858,1.0372,0.000822,True,up_in_MUT
ENSDARG00000042056,mau2,0.1289,-0.4195,0.075118,False,not_significant
ENSDARG00000075936,sugp1,0.0822,-0.3664,0.182923,False,not_significant
ENSDARG00000089172,si_ch1073-391i24.1,-0.8146,0.826,0.226064,False,not_significant
ENSDARG00000046074,stk11,0.1449,-0.2105,0.182389,False,not_significant
ENSDARG00000087057,ftr36,1.0427,0.6988,0.303011,False,not_significant
ENSDARG00000099104,rpl24,-0.4504,0.7307,7e-06,False,not_significant
ENSDARG00000102407,cep97,0.4941,-1.2337,0.00093,True,down_in_MUT
ENSDARG00000102097,nfkbiz,-0.1082,-0.6706,0.076084,False,not_significant
ENSDARG00000099640,eed,-0.2181,-0.2821,0.241479,False,not_significant
ENSDARG00000104071,hikeshi,-0.4102,0.7311,0.041085,False,not_significant
ENSDARG00000102746,tmem39a,0.0181,-0.2609,0.183027,False,not_significant
ENSDARG00000103929,ildr1a,-0.0765,-1.4728,,False,not_significant
ENSDARG00000101073,si_zfos-1011f11.2,0.1546,0.0653,0.374832,False,not_significant
ENSDARG00000100223,gpa33a,-1.1889,1.173,0.045587,True,up_in_MUT
ENSDARG00000100782,f7l,-0.2104,-1.6823,0.040478,True,down_in_MUT
ENSDARG00000034862,f7,-1.2098,-3.2121,0.0042,True,down_in_MUT
ENSDARG00000088581,f10,-0.551,0.2999,0.268023,False,not_significant
ENSDARG00000076900,prozb,0.4107,-1.4793,0.038513,True,down_in_MUT
ENSDARG00000013802,pcid2,0.2608,-0.4768,0.16046,False,not_significant
ENSDARG00000096578,cul4a,-0.0792,0.5369,0.008285,False,not_significant
ENSDARG00000100181,lamp1a,-0.5114,0.5965,0.024995,False,not_significant
ENSDARG00000029936,grtp1a,0.1094,0.3509,0.170311,False,not_significant
ENSDARG00000041589,adprhl1,-1.1678,0.8392,0.077138,False,not_significant
ENSDARG00000041592,dcun1d2b,-0.1243,0.6428,0.073804,False,not_significant
ENSDARG00000075108,tmco3,0.8619,-1.9541,0.001397,True,down_in_MUT
ENSDARG00000016304,tfdp1b,0.6702,-1.5725,5e-06,True,down_in_MUT
ENSDARG00000058803,grk1a,-0.2166,-3.0978,0.009553,True,down_in_MUT
ENSDARG00000063385,cenpe,1.9569,-3.3468,0.0,True,down_in_MUT
ENSDARG00000007804,gas6,-0.2999,0.5544,0.021369,False,not_significant
ENSDARG00000068261,pros1,-0.3994,0.1888,0.297853,False,not_significant
ENSDARG00000063371,rasa3,0.0632,-0.2682,0.222655,False,not_significant
ENSDARG00000078751,tpp2,-0.4124,0.0158,0.395424,False,not_significant
ENSDARG00000078878,si_ch73-244f7.3,-1.2112,1.2395,0.043073,True,up_in_MUT
ENSDARG00000016343,zgc_92518,-0.1815,1.099,0.000282,True,up_in_MUT
ENSDARG00000023678,ercc5,-0.4,0.2997,0.226899,False,not_significant
ENSDARG00000011299,blzf1,-0.3605,-0.0802,0.351634,False,not_significant
ENSDARG00000041575,trmt10c,-0.04,0.6885,0.082088,False,not_significant
ENSDARG00000058962,txnl4b,0.1108,-0.1502,0.312968,False,not_significant
ENSDARG00000075325,mrpl16,0.0593,0.6206,0.043423,False,not_significant
ENSDARG00000041570,mrpl39,0.2664,0.1997,0.260482,False,not_significant
ENSDARG00000058996,jam2a,-0.2452,0.2574,0.247719,False,not_significant
ENSDARG00000014313,atp5pf,-0.1222,0.625,0.058682,False,not_significant
ENSDARG00000104279,appa,-0.3552,0.3296,0.143783,False,not_significant
ENSDARG00000103783,cyyr1,0.1177,0.4993,0.067179,False,not_significant
ENSDARG00000103519,adamts1,0.2462,0.8461,0.07211,False,not_significant
ENSDARG00000100307,adamts5,-0.1763,1.2511,0.033706,True,up_in_MUT
ENSDARG00000099108,clic6,-0.5616,0.3793,0.148306,False,not_significant
ENSDARG00000002791,atp1a1a.1,0.3468,-0.1497,0.324098,False,not_significant
ENSDARG00000001870,atp1a1a.4,1.032,1.3858,0.011075,True,up_in_MUT
ENSDARG00000007739,atp1a1a.2,1.7611,-0.0544,0.399812,False,not_significant
ENSDARG00000039131,atp1a1a.3,0.7316,0.3694,0.270897,False,not_significant
ENSDARG00000040252,atp1a1a.5,1.1414,0.3003,0.302537,False,not_significant
ENSDARG00000089477,si_ch211-132g1.3,-0.2325,-0.5462,0.157521,False,not_significant
ENSDARG00000095102,si_ch211-132g1.4,-0.3078,-0.8543,0.224869,False,not_significant
ENSDARG00000018460,mbnl2,-0.1507,0.1811,0.228516,False,not_significant
ENSDARG00000040245,kpnb3,0.0704,0.5488,0.207443,False,not_significant
ENSDARG00000074381,farp1,-0.2909,0.574,0.065279,False,not_significant
ENSDARG00000070581,ggact.1,0.3548,-2.163,0.177051,False,not_significant
ENSDARG00000103647,gpc5a,1.7288,-2.1612,0.003066,True,down_in_MUT
ENSDARG00000098769,slitrk6,-0.524,1.6224,0.027225,True,up_in_MUT
ENSDARG00000078308,spry2,-0.2337,0.7405,0.00273,False,not_significant
ENSDARG00000033928,ndfip2,-0.9814,0.533,0.06053,False,not_significant
ENSDARG00000031164,tuba8l2,-0.2577,0.8692,0.000787,False,not_significant
ENSDARG00000037777,stk16,-0.6972,-0.1612,0.295339,False,not_significant
ENSDARG00000016706,atic,0.7112,-2.4348,,False,not_significant
ENSDARG00000006526,fn1b,-0.4261,-0.3684,0.215058,False,not_significant
ENSDARG00000096546,nrp2a,-0.6432,1.0909,4.1e-05,True,up_in_MUT
ENSDARG00000092671,pard3ba,0.3421,-0.325,0.287695,False,not_significant
ENSDARG00000063297,abcb6a,-0.1784,-0.1387,0.351016,False,not_significant
ENSDARG00000027078,cnppd1,0.2403,-0.0529,0.358639,False,not_significant
ENSDARG00000017537,prkag3a,-0.3165,0.3411,0.194394,False,not_significant
ENSDARG00000063270,retreg2,-0.1019,0.2655,0.209549,False,not_significant
ENSDARG00000018008,mdh1b,1.4649,-5.4075,0.0,True,down_in_MUT
ENSDARG00000074031,fastkd2,0.3196,-0.0343,0.388404,False,not_significant
ENSDARG00000043247,gtf3c3,0.3933,-0.7928,0.004717,False,not_significant
ENSDARG00000063253,hecw2b,-0.3749,0.4672,0.198604,False,not_significant
ENSDARG00000073857,klf7a,-0.4194,0.1076,0.356406,False,not_significant
ENSDARG00000070558,si_ch211-93g23.2,0.6453,0.0708,0.380956,False,not_significant
ENSDARG00000025754,ube2f,0.0622,0.3959,0.107277,False,not_significant
ENSDARG00000090408,ERBB4 (1 of many),-2.7473,0.5402,0.148979,False,not_significant
ENSDARG00000013741,lancl1,0.0558,0.4302,0.095551,False,not_significant
ENSDARG00000017441,mylz3,-0.2194,1.0639,0.00209,True,up_in_MUT
ENSDARG00000037713,pcnp,-0.4112,0.3571,0.130709,False,not_significant
ENSDARG00000021688,mxa,0.6552,-1.28,0.038469,True,down_in_MUT
ENSDARG00000004953,mxb,0.7691,-1.4241,0.094417,False,not_significant
ENSDARG00000074050,efnb2b,-0.224,0.2348,0.235869,False,not_significant
ENSDARG00000018319,arglu1b,-0.4653,0.1744,0.312557,False,not_significant
ENSDARG00000098730,en1b,0.6757,0.5408,0.059911,False,not_significant
ENSDARG00000079779,radil,-0.1705,-1.7763,0.004532,True,down_in_MUT
ENSDARG00000093857,si_dkey-79f11.10,0.1631,1.6337,0.029335,True,up_in_MUT
ENSDARG00000092361,si_dkey-79f11.7,0.3457,-2.0294,0.038518,True,down_in_MUT
ENSDARG00000029720,si_dkeyp-9d4.2,0.8811,-0.3977,0.330116,False,not_significant
ENSDARG00000100166,si_dkeyp-9d4.3,-0.1396,0.9362,0.041735,False,not_significant
ENSDARG00000074212,SLC5A10,-0.58,1.4401,0.0844,False,not_significant
ENSDARG00000062929,FAM83G,-0.0696,0.6648,0.01881,False,not_significant
ENSDARG00000025034,syngr3b,0.5623,-1.3881,0.030421,True,down_in_MUT
ENSDARG00000078474,myo15ab,0.8318,-3.8369,0.001502,True,down_in_MUT
ENSDARG00000063003,alkbh5,0.2002,0.0202,0.393056,False,not_significant
ENSDARG00000002377,mief2,-0.324,0.5743,0.04498,False,not_significant
ENSDARG00000015803,smcr8b,-0.3195,0.785,0.109246,False,not_significant
ENSDARG00000037739,zgc_112980,0.731,-1.2989,0.06833,False,not_significant
ENSDARG00000076176,ptcd1,0.451,-0.4598,0.169814,False,not_significant
ENSDARG00000007443,fbxl18,0.0492,-0.6269,0.120558,False,not_significant
ENSDARG00000037746,actb1,0.0415,0.2885,0.259454,False,not_significant
ENSDARG00000037747,fscn1b,0.0901,-0.8209,0.128119,False,not_significant
ENSDARG00000079361,abcg2b,1.666,-4.0284,0.000721,True,down_in_MUT
ENSDARG00000012458,zgc_77849,-0.2467,0.8795,0.018896,False,not_significant
ENSDARG00000093438,CU467110.1,-0.3431,5.7732,,False,not_significant
ENSDARG00000008723,prkcba,-0.148,1.507,0.091349,False,not_significant
ENSDARG00000088975,si_ch211-14k19.8,0.1483,7.2487,,False,not_significant
ENSDARG00000058463,ndufab1a,-0.0269,5.464,,False,not_significant
ENSDARG00000076716,palb2,1.8445,0.8792,0.286392,False,not_significant
ENSDARG00000058471,plk1,1.6475,-0.9729,0.352428,False,not_significant
ENSDARG00000058475,ern2,-0.1273,11.5063,,False,not_significant
ENSDARG00000058480,chtf18,1.4702,1.6659,0.120977,False,not_significant
ENSDARG00000058445,zgc_136472,-0.5914,-0.5391,0.379878,False,not_significant
ENSDARG00000037760,uncx4.1,-0.5066,-1.3366,0.043423,True,down_in_MUT
ENSDARG00000017834,micall2b,0.2432,-1.7089,,False,not_significant
ENSDARG00000074282,si_ch73-12o23.1,0.2676,-0.1954,0.307977,False,not_significant
ENSDARG00000101495,ugt5b2,0.2491,0.4151,0.207742,False,not_significant
ENSDARG00000099276,ugt5b3,-0.187,-1.0748,0.044659,True,down_in_MUT
ENSDARG00000091916,ugt5b4,-0.0635,-0.4464,0.156774,False,not_significant
ENSDARG00000104995,ugt5b1,0.4157,0.044,0.39614,False,not_significant
ENSDARG00000033852,mad1l1,0.6495,-1.4949,0.000116,True,down_in_MUT
ENSDARG00000037654,pmm2,0.4263,-0.5471,0.13838,False,not_significant
ENSDARG00000037652,zgc_56409,0.5916,-1.2312,0.003578,True,down_in_MUT
ENSDARG00000037646,rgs11,0.6429,-3.7784,0.002971,True,down_in_MUT
ENSDARG00000032795,tmem8a,0.6604,-0.5001,0.143705,False,not_significant
ENSDARG00000018263,pdia2,1.0182,0.4101,0.290893,False,not_significant
ENSDARG00000079043,si_dkeyp-75b4.10,1.1312,0.5579,0.201084,False,not_significant
ENSDARG00000037647,rnf175,-0.3141,0.7411,0.000429,False,not_significant
ENSDARG00000008969,fgb,-0.3341,-2.9305,0.064955,False,not_significant
ENSDARG00000020741,fga,-0.6025,-2.6573,0.088933,False,not_significant
ENSDARG00000104660,si_ch73-132f6.5,-0.1328,0.5005,0.04772,False,not_significant
ENSDARG00000096594,lratb.1,-0.5965,-0.2678,0.354215,False,not_significant
ENSDARG00000079452,rbm46,1.8952,-5.4248,0.000382,True,down_in_MUT
ENSDARG00000077533,eif3f,-0.2882,0.8753,0.000463,False,not_significant
ENSDARG00000030563,zgc_77880,0.5338,-0.6325,0.096028,False,not_significant
ENSDARG00000026387,pip4p1b,1.0147,-1.4471,0.06707,False,not_significant
ENSDARG00000034785,dachb,-0.1256,-1.2356,0.056878,False,not_significant
ENSDARG00000070512,cnpy3,0.6827,-0.5384,0.148559,False,not_significant
ENSDARG00000070502,si_dkey-31e10.5,-1.0866,0.2873,0.244006,False,not_significant
ENSDARG00000067992,si_dkey-31e10.1,-0.4865,0.6072,0.312499,False,not_significant
ENSDARG00000096564,CU915827.1,-0.1769,2.7644,,False,not_significant
ENSDARG00000037679,zgc_103678,-0.1671,0.8154,0.006529,False,not_significant
ENSDARG00000076833,atp1b1b,-0.4621,-0.6944,0.20921,False,not_significant
ENSDARG00000012297,cnga3b,-0.1072,-2.8786,0.109246,False,not_significant
ENSDARG00000087107,si_ch73-222h13.1,2.6008,-6.6877,0.0,True,down_in_MUT
ENSDARG00000099342,crfb15,0.1446,-1.0864,0.057764,False,not_significant
ENSDARG00000008487,dmd,-0.3942,0.6247,0.015164,False,not_significant
ENSDARG00000070239,knl1,1.8026,-5.3445,0.003689,True,down_in_MUT
ENSDARG00000074379,knstrn,0.9375,-2.1533,4e-06,True,down_in_MUT
ENSDARG00000062854,sdk1b,0.0924,-2.854,4e-06,True,down_in_MUT
ENSDARG00000037619,BX569798.1,0.5265,-2.4574,0.037728,True,down_in_MUT
ENSDARG00000062585,brat1,0.0705,-0.227,0.167025,False,not_significant
ENSDARG00000062606,si_dkey-26i13.8,2.9832,-4.9066,0.0,True,down_in_MUT
ENSDARG00000007678,ttyh3b,0.1629,-0.6546,0.069089,False,not_significant
ENSDARG00000089930,iqce,1.1635,-2.5766,1e-06,True,down_in_MUT
ENSDARG00000070448,grk4,-0.125,0.3489,0.081658,False,not_significant
ENSDARG00000070449,tspan5b,-0.0628,0.3383,0.100771,False,not_significant
ENSDARG00000042988,slc24a2,0.2145,0.6521,0.043108,False,not_significant
ENSDARG00000070452,saraf,0.0553,-0.1126,0.303085,False,not_significant
ENSDARG00000070454,pla2g12a,0.4246,0.1986,0.254257,False,not_significant
ENSDARG00000096515,si_dkey-58j15.10,0.414,-8.2785,0.0,True,down_in_MUT
ENSDARG00000038114,xpa,-0.0143,0.7082,0.018772,False,not_significant
ENSDARG00000008637,mttp,-0.3361,-2.6529,0.001273,True,down_in_MUT
ENSDARG00000091609,spink4,-1.3388,-0.0113,0.407135,False,not_significant
ENSDARG00000002634,b4galt1,-0.0732,-0.011,0.405163,False,not_significant
ENSDARG00000062467,stra6l,0.8534,-4.0139,4.2e-05,True,down_in_MUT
ENSDARG00000032808,tdrd7a,2.1426,-5.2931,0.0,True,down_in_MUT
ENSDARG00000078318,tmod1,-0.5318,0.8796,0.013594,False,not_significant
ENSDARG00000018997,cplx2l,0.3751,-0.1927,0.350614,False,not_significant
ENSDARG00000099771,gne,0.0047,-0.5781,0.097679,False,not_significant
ENSDARG00000045620,nansa,0.284,-0.1182,0.357525,False,not_significant
ENSDARG00000045618,clta,0.5004,-0.346,0.206993,False,not_significant
ENSDARG00000057248,sclt1,0.3332,-1.348,0.001412,True,down_in_MUT
ENSDARG00000017985,zgc_77739,-0.2915,0.9289,0.229325,False,not_significant
ENSDARG00000099729,pcdh10a,-0.2507,-0.0806,0.374832,False,not_significant
ENSDARG00000089805,pcdh18a,-0.3741,0.8396,0.007151,False,not_significant
ENSDARG00000057114,hpf1,1.0866,-3.536,0.0,True,down_in_MUT
ENSDARG00000009026,ank2a,-0.5231,-0.5869,0.198284,False,not_significant
ENSDARG00000014273,camk2d2,-0.3198,0.5357,0.167394,False,not_significant
ENSDARG00000056806,pde5aa,1.6059,-4.2859,0.000567,True,down_in_MUT
ENSDARG00000062341,wfs1a,-0.4368,0.6904,0.010829,False,not_significant
ENSDARG00000056742,crmp1,1.0574,-1.0227,0.156405,False,not_significant
ENSDARG00000070431,fip1l1b,0.2481,-0.1738,0.234527,False,not_significant
ENSDARG00000056677,BX530018.2,0.2353,0.05,0.378899,False,not_significant
ENSDARG00000022690,chic2,0.0345,0.0247,0.389162,False,not_significant
ENSDARG00000012903,slc34a2a,1.4806,-1.8669,0.093606,False,not_significant
ENSDARG00000003398,rbpja,0.1773,-0.2602,0.134277,False,not_significant
ENSDARG00000074867,stim2a,-0.3949,0.6767,0.050137,False,not_significant
ENSDARG00000078898,pcdh7a,-0.5072,-0.0101,0.404021,False,not_significant
ENSDARG00000007534,itln1,1.4174,0.3906,0.287448,False,not_significant
ENSDARG00000077804,hgsnat,0.0504,0.0559,0.358268,False,not_significant
ENSDARG00000013881,pi4k2b,0.2179,-1.304,0.002081,True,down_in_MUT
ENSDARG00000079317,dlc1,-0.281,0.6356,0.018066,False,not_significant
ENSDARG00000078854,tusc3,0.7255,-1.6076,0.019931,True,down_in_MUT
ENSDARG00000078599,micu3a,-0.1748,0.3531,0.360446,False,not_significant
ENSDARG00000091657,CT573256.1,0.1172,-1.2566,1.3e-05,True,down_in_MUT
ENSDARG00000017119,vps37a,-0.0485,0.2771,0.380699,False,not_significant
ENSDARG00000070412,mtmr7b,1.2246,-2.7817,0.020025,True,down_in_MUT
ENSDARG00000034105,mtus1b,-0.2009,-0.1065,0.324573,False,not_significant
ENSDARG00000062198,pcm1,1.0998,-2.0088,4e-06,True,down_in_MUT
ENSDARG00000034817,asah1b,0.3883,0.3339,0.164907,False,not_significant
ENSDARG00000056504,frg1,0.3996,-0.2864,0.23794,False,not_significant
ENSDARG00000017591,fat1a,-0.6783,0.7102,0.024751,False,not_significant
ENSDARG00000017905,casp3a,-0.2028,0.6201,0.185876,False,not_significant
ENSDARG00000030514,acsl1a,-0.1186,0.9052,0.019516,False,not_significant
ENSDARG00000042937,si_dkey-256e7.5,-0.2011,-0.4441,0.233163,False,not_significant
ENSDARG00000092600,si_dkey-256e7.5,0.1884,-0.3736,0.32251,False,not_significant
ENSDARG00000027355,slc25a4,-0.2115,-1.7909,0.017667,True,down_in_MUT
ENSDARG00000056381,cfap97,0.8117,-1.0537,0.001991,True,down_in_MUT
ENSDARG00000056376,ankrd37,-0.6954,0.4223,0.377764,False,not_significant
ENSDARG00000056369,ufsp2,0.345,0.7015,0.267569,False,not_significant
ENSDARG00000092022,si_dkey-256e7.8,2.5713,-6.9688,0.051506,False,not_significant
ENSDARG00000011023,pdlim3a,-1.037,-1.0532,0.112326,False,not_significant
ENSDARG00000003046,sorbs2a,-0.2064,0.3222,0.283841,False,not_significant
ENSDARG00000015495,klf3,-0.3327,0.7018,0.016766,False,not_significant
ENSDARG00000008287,fam114a1,-0.0799,-0.4118,0.223857,False,not_significant
ENSDARG00000062081,tbc1d1,0.1673,0.2808,0.222806,False,not_significant
ENSDARG00000018178,pgm2,0.8237,-0.377,0.252151,False,not_significant
ENSDARG00000062055,rnf38,0.3626,-1.091,0.010842,True,down_in_MUT
ENSDARG00000074275,limch1a,-0.3007,0.8891,0.007865,False,not_significant
ENSDARG00000006392,exosc9,0.1248,-0.762,0.116387,False,not_significant
ENSDARG00000073902,ptpn9b,0.0718,-0.2489,0.254583,False,not_significant
ENSDARG00000019945,ptprdb,-0.4113,1.1549,0.083656,False,not_significant
ENSDARG00000056151,tyrp1b,-0.1061,0.4263,0.23707,False,not_significant
ENSDARG00000061985,rbm47,0.5109,0.425,0.167484,False,not_significant
ENSDARG00000061981,lap3,-0.1119,0.5348,0.081351,False,not_significant
ENSDARG00000003631,clockb,0.0575,0.0797,0.361663,False,not_significant
ENSDARG00000070321,clrn2,0.1293,0.9309,0.305035,False,not_significant
ENSDARG00000017744,smc2,1.5851,-2.3166,0.0,True,down_in_MUT
ENSDARG00000061952,ecpas,0.0105,0.5149,0.065776,False,not_significant
ENSDARG00000061936,fbxo10,-0.5914,-3.5337,0.035336,True,down_in_MUT
ENSDARG00000006434,polr1e,0.3466,-0.589,0.21715,False,not_significant
ENSDARG00000079250,BX323590.1,0.2421,-2.6716,0.109401,False,not_significant
