,q1_activity,q1_pval,age_activity,age_pval,sig_q1,sig_age,sig_both,same_direction
CTNNB1,1.4979827616913974,0.4036417007446289,-0.1299901355510672,0.9714920520782471,False,False,False,False
DOT1L,1.498219453779074,0.4036417007446289,0.7491715198480807,0.8015767335891724,False,False,False,True
ID1,1.504373174033553,0.4036417007446289,-0.23417948223742288,0.9463640451431274,False,False,False,False
LHX8,1.5062358862387608,0.4036417007446289,0.09914360421325258,0.9714920520782471,False,False,False,True
NEUROD6,1.5184019644300246,0.3964674174785614,-2.6274070624523556,0.10931705683469772,False,False,False,False
DDIT3,1.5254133444677516,0.39279505610466,-1.2411416598327842,0.6138267517089844,False,False,False,False
IKZF1,1.5260448654174346,0.39279505610466,0.6754385108530093,0.8175334334373474,False,False,False,True
EGR4,1.526063213069729,0.39279505610466,-0.09520685100048083,0.9714920520782471,False,False,False,False
EBF1,1.5310179114875502,0.39279505610466,-1.1922883956744632,0.645842969417572,False,False,False,False
AIRE,1.5333185619094636,0.39279505610466,-0.3848655269751482,0.9086238145828247,False,False,False,False
ABL1,1.551203073068219,0.3852611482143402,0.35951229645604343,0.9136937260627747,False,False,False,True
SPIC,1.560772253192558,0.3797425329685211,1.9406820886930447,0.33646413683891296,False,False,False,True
TFE3,1.5633975586506923,0.3795034289360046,2.44043839543954,0.14852774143218994,False,False,False,True
HOXB6,1.5693458059436376,0.3767630159854889,0.1497515496939634,0.9714920520782471,False,False,False,True
DNMT1,1.5844049130758495,0.3672636747360229,0.73293046411344,0.8015767335891724,False,False,False,True
IRF3,1.5860419566106012,0.3672636747360229,-2.192371404084235,0.2302599847316742,False,False,False,False
CHD4,1.597258673410197,0.3612299561500549,-1.2798585973116616,0.5908479690551758,False,False,False,False
HMGA2,1.602325206085643,0.3592319786548614,-1.3043744299402444,0.5829251408576965,False,False,False,False
NCOR2,1.6099083736764062,0.3554237186908722,-0.9147325083672764,0.7517910003662109,False,False,False,False
HDAC4,1.609937511796417,0.3554237186908722,-2.630880904962297,0.10931705683469772,False,False,False,False
HOXA5,1.6102350421853917,0.3554237186908722,0.8075469853847708,0.7884209752082825,False,False,False,True
HESX1,1.6107809066625614,0.3554237186908722,-3.7757686079981565,0.0062128277495503426,False,True,False,False
FOXI1,1.6195094124599358,0.3552774786949157,0.2722232779455376,0.9391927123069763,False,False,False,True
TCF3,1.6263925026228845,0.3520160317420959,1.5860264711639298,0.483569473028183,False,False,False,True
TBX1,1.6272396278273422,0.3520160317420959,1.3192435540017322,0.5829251408576965,False,False,False,True
SOX10,1.6300299092111563,0.3520160317420959,-0.1217079890244128,0.9714920520782471,False,False,False,False
ZBED1,1.6314722770646053,0.3520160317420959,-1.0346871682654377,0.6930103898048401,False,False,False,False
CEBPG,1.6416899822766955,0.3478879034519195,5.808656964866736,1.4991010175435804e-06,False,True,False,True
HOXA7,1.650232193517427,0.3435108363628387,-0.369674666834569,0.9134213924407959,False,False,False,False
CTCF,1.6506195929640124,0.3435108363628387,-1.429411921235226,0.5231906771659851,False,False,False,False
MYC,1.6514240918532417,0.3435108363628387,0.4090302086780282,0.9062198996543884,False,False,False,True
HES1,1.6562638631108024,0.3435108363628387,-1.0931433461153106,0.6695696115493774,False,False,False,False
GLIS3,1.65840346023748,0.3435108363628387,0.8855393153642074,0.7564019560813904,False,False,False,True
TBPL2,1.6660189713476443,0.3409282267093658,0.4181554710880419,0.9062198996543884,False,False,False,True
SMAD5,1.6690435961742782,0.3405256271362304,-0.018981853246835222,0.99772047996521,False,False,False,False
MESP2,1.678368074350998,0.3374233543872833,0.11928307634858365,0.9714920520782471,False,False,False,True
ZNF148,1.681119008314676,0.3372340798377991,1.551412936934832,0.4903319776058197,False,False,False,True
HR,1.6901352910342722,0.3326490819454193,1.8110612050663366,0.3795938193798065,False,False,False,True
MEF2B,1.692940410215177,0.3324334323406219,-1.0863989117521389,0.6744636297225952,False,False,False,False
ELF4,1.7073658993018546,0.3241735398769378,-1.677441975724918,0.440510630607605,False,False,False,False
NR3C2,1.723783321426673,0.3147328197956085,-1.1836336346240603,0.6501278877258301,False,False,False,False
CREB3,1.7277695612672035,0.3147328197956085,2.060826074550104,0.28903985023498535,False,False,False,True
GLI3,1.729112483322976,0.3147328197956085,-0.23922775720705872,0.9463640451431274,False,False,False,False
PAX8,1.7424355697995146,0.3106886148452759,-0.5014320802801192,0.8830636143684387,False,False,False,False
PAX7,1.752550442343473,0.3056721687316894,-1.4494303410897926,0.5231906771659851,False,False,False,False
ELK3,1.7571950430287744,0.3042964339256286,1.0298706889662166,0.6944260001182556,False,False,False,True
GATA1,1.7597046394867275,0.3042964339256286,1.263427482715776,0.6004486083984375,False,False,False,True
MEF2D,1.766975867530613,0.3012530505657196,-2.1053944827285003,0.270577609539032,False,False,False,False
ZNF300,1.8171545953070407,0.2745050489902496,0.20901196440501732,0.9517443180084229,False,False,False,True
MYOCD,1.882363043775648,0.2427123636007309,0.58371038331883,0.8599516749382019,False,False,False,True
KLF6,1.883102045783801,0.2427123636007309,-1.41956106310141,0.5303410291671753,False,False,False,False
IRF8,1.8833013606597988,0.2427123636007309,-1.241236152312716,0.6138267517089844,False,False,False,False
PGR,1.88486995667998,0.2427123636007309,2.385538969119506,0.16324521601200104,False,False,False,True
PPARA,1.887335147879318,0.2427123636007309,4.1336193504523076,0.0019292003707960248,False,True,False,True
BARX1,1.8931128500976149,0.2427123636007309,-0.8040566618679478,0.7885318398475647,False,False,False,False
NFKB2,1.8934653541733997,0.2427123636007309,-1.4846017938062104,0.5157152414321899,False,False,False,False
DLX4,1.8937192158652163,0.2427123636007309,-2.2329279992380195,0.2124781459569931,False,False,False,False
MAF,1.901983530922984,0.2427123636007309,0.3507107432940381,0.914611279964447,False,False,False,True
TET1,1.906715747544747,0.242283746600151,-1.7194570442300383,0.41976457834243774,False,False,False,False
FOXC1,1.915557887727826,0.2403679490089416,0.099002847532427,0.9714920520782471,False,False,False,True
ETV7,1.9161210660296275,0.2403679490089416,2.636704973428392,0.10931705683469772,False,False,False,True
MAFB,1.9234207363033924,0.2390266954898834,0.5824760431558605,0.8599516749382019,False,False,False,True
MAZ,1.9327574995119103,0.2354093492031097,1.0487030698474853,0.6871075630187988,False,False,False,True
TEAD4,1.9513545540057553,0.226899191737175,-1.3549760512438718,0.5695953965187073,False,False,False,False
LMO2,1.9646867053308643,0.2227813899517059,-0.14177327643286589,0.9714920520782471,False,False,False,False
ATF3,1.967176706018844,0.2227813899517059,-2.602752428867693,0.11539731174707413,False,False,False,False
PAX3,1.9774814039932072,0.2190171927213668,0.03389245489803693,0.9931373596191406,False,False,False,True
ESR2,1.987155379802653,0.2154885530471801,-1.00643391988133,0.7064514756202698,False,False,False,False
ID3,1.9884390065500337,0.2154885530471801,0.2893891472855599,0.9358630776405334,False,False,False,True
PPARGC1A,2.001426770096361,0.2111073434352874,0.26913825943604935,0.9391927123069763,False,False,False,True
TLX1,2.040691407337198,0.1934791356325149,-0.7394063301469416,0.8015767335891724,False,False,False,False
SREBF1,2.0437338765611597,0.1933634877204895,3.4282102323798735,0.01575501449406147,False,True,False,True
ETV5,2.046973553165909,0.1931631714105606,0.9337466846837954,0.739018976688385,False,False,False,True
NFYB,2.0614125542645616,0.1891016364097595,-0.39970771466793625,0.9062198996543884,False,False,False,False
FOXC2,2.061998756126016,0.1891016364097595,0.7323797547421433,0.8015767335891724,False,False,False,True
MYBL1,2.063346478149476,0.1891016364097595,-1.6624838079240758,0.4457937180995941,False,False,False,False
TWIST1,2.0646099097809834,0.1891016364097595,0.3964816422159006,0.9062198996543884,False,False,False,True
MKX,2.075750100188342,0.1877988129854202,-0.13215368118979964,0.9714920520782471,False,False,False,False
STAT5A,2.0950772611283246,0.1814962029457092,0.2585658703469892,0.9442172050476074,False,False,False,True
STAT2,2.0981838603867717,0.1814962029457092,-1.7727843019498442,0.3973785638809204,False,False,False,False
TCF7L2,2.115531959049625,0.1765702068805694,-0.06577463674486515,0.9871577024459839,False,False,False,False
STAT4,2.129861941708056,0.1716641038656234,-0.24248370159645208,0.9463640451431274,False,False,False,False
KLF10,2.1308993955309092,0.1716641038656234,-1.1370581103546167,0.6635387539863586,False,False,False,False
PRDM4,2.1310691420512264,0.1716641038656234,0.8999486279828464,0.7558191418647766,False,False,False,True
TGFB1I1,2.145917452914141,0.1686716675758361,-0.37974053768275,0.9100565314292908,False,False,False,False
MYRF,2.162339341946108,0.163097470998764,-0.5102237639331162,0.8830636143684387,False,False,False,False
BCL3,2.1708353854958036,0.1608698219060897,-0.3104219656333276,0.9306084513664246,False,False,False,False
ZNF384,2.17155412376534,0.1608698219060897,-0.19299603557527675,0.9574796557426453,False,False,False,False
SSRP1,2.183359968910636,0.15828737616539,1.4637819188061483,0.5181742906570435,False,False,False,True
NRG1,2.194010127913745,0.1552753150463104,-2.1476948034269796,0.25188446044921875,False,False,False,False
HNF1B,2.260137010054238,0.1328283697366714,1.1288689517495687,0.6645721793174744,False,False,False,True
RELB,2.2745647439405623,0.1291754245758056,-2.745218695093703,0.089927077293396,False,False,False,False
HOXA1,2.2748991776350644,0.1291754245758056,-1.6359402617520813,0.4646807014942169,False,False,False,False
ZBTB4,2.280140013235748,0.1291754245758056,-0.0057584055291955375,0.9986990094184875,False,False,False,False
FOSL2,2.281177086661049,0.1291754245758056,-1.1554261178814849,0.663276731967926,False,False,False,False
PLAGL2,2.292045580667346,0.1285652816295623,-1.050697762331734,0.6871075630187988,False,False,False,False
PRRX1,2.295814678446386,0.1283735632896423,-1.5296700589648802,0.49736422300338745,False,False,False,False
ARID5B,2.307311790753733,0.1255975514650344,-0.5385341030374645,0.8789945244789124,False,False,False,False
SOX6,2.3073198964467307,0.1255975514650344,-1.138862081630203,0.6635387539863586,False,False,False,False
MZF1,2.3083672101495347,0.1255975514650344,0.5185022965985899,0.8830636143684387,False,False,False,True
PBX2,2.322689719461638,0.1237480193376541,-2.3579212682359207,0.17348255217075348,False,False,False,False
BCL11A,2.3289416208185716,0.1227813884615898,-0.11161241560531374,0.9714920520782471,False,False,False,False
NCOA3,2.330638087439764,0.1227813884615898,0.027661887614824694,0.9950389266014099,False,False,False,True
KAT7,2.340077738693991,0.1213299259543418,-0.005646121533309989,0.9986990094184875,False,False,False,False
IRF4,2.3432322516890705,0.1213299259543418,-0.099391991072154,0.9714920520782471,False,False,False,False
BMAL2,2.3433411719134702,0.1213299259543418,0.18450548744298748,0.9610106348991394,False,False,False,True
TP73,2.3507463854465893,0.1213299259543418,-3.097042331705707,0.037977587431669235,False,True,False,False
TFAP2C,2.3525983878965184,0.1213299259543418,0.0016306141757902873,0.9986990094184875,False,False,False,True
NFKBIB,2.353516245512652,0.1213299259543418,-2.792368964791091,0.08406510204076767,False,False,False,False
ZNF331,2.373333240808238,0.1195587515830993,0.883052964881837,0.7566155195236206,False,False,False,True
PPARD,2.3988427212899164,0.1126435175538063,-1.3606612113143073,0.5666226148605347,False,False,False,False
NRF1,2.4116268404450407,0.1098494827747345,0.09518403016976898,0.9714920520782471,False,False,False,True
HOXD3,2.4324463913793375,0.1069111377000808,1.0053109480592652,0.7064514756202698,False,False,False,True
HBP1,2.450795785798951,0.1026635318994522,-3.0526092699153895,0.04288238659501076,False,True,False,False
SCX,2.456524212823908,0.1020945087075233,-0.05468025903985989,0.9887776970863342,False,False,False,False
BMAL1,2.4710600467566235,0.0990710705518722,0.035151009168951974,0.9931373596191406,False,False,False,True
NFATC3,2.494391094384031,0.0947892218828201,-0.7571761041418321,0.8015767335891724,False,False,False,False
SMAD2,2.5170275327017144,0.0898806974291801,-2.326668314007641,0.18611490726470947,False,False,False,False
ARNT,2.532889702849201,0.0868601128458976,1.055807995064523,0.68677818775177,False,False,False,True
ATF1,2.5695250723013685,0.0799540132284164,-0.9940411840805923,0.7100319266319275,False,False,False,False
CEBPD,2.5770235018544723,0.0791302174329757,-0.7337237253510596,0.8015767335891724,False,False,False,False
FOXO1,2.577047146320574,0.0791302174329757,3.4933177377712243,0.012849240563809872,False,True,False,True
HEY2,2.577986215380084,0.0791302174329757,-2.7699126041524758,0.08693931251764297,False,False,False,False
ELF2,2.5781264377039728,0.0791302174329757,-1.060314291965545,0.6861793398857117,False,False,False,False
MYF5,2.607577552477927,0.0758562460541725,-0.8759857386440459,0.759790301322937,False,False,False,False
POU1F1,2.6474793095137024,0.0682786405086517,-0.4811114635507809,0.8871720433235168,False,False,False,False
TFAP2A,2.6813962390242425,0.0640476644039154,-1.8591314248847466,0.36278119683265686,False,False,False,False
ELF3,2.6979043562997664,0.0617300793528556,-1.947544130786856,0.33646413683891296,False,False,False,False
SNAI1,2.70640714185637,0.060943704098463,-0.9087466585180498,0.7551290392875671,False,False,False,False
NFIL3,2.73466026741116,0.0566814467310905,-0.9952994639689905,0.7100319266319275,False,False,False,False
SP3,2.7408137473639105,0.0563634149730205,1.9678735447978195,0.3360223174095154,False,False,False,True
RUNX2,2.7409750932745136,0.0563634149730205,-0.4471185655030852,0.8961728811264038,False,False,False,False
NCOA2,2.7436500395824424,0.0563634149730205,1.0795714784684363,0.6794662475585938,False,False,False,True
SIX1,2.7556058653401694,0.0560925342142581,0.5820095529378932,0.8599516749382019,False,False,False,True
SMAD4,2.8361515706846703,0.0449575372040271,0.6010201298379132,0.8478717803955078,True,False,False,True
ELF1,2.843312088232102,0.0445883236825466,-0.8905865185813904,0.7564019560813904,True,False,False,False
SP7,2.844959757463693,0.0445883236825466,-1.0532544984552472,0.6868218779563904,True,False,False,False
RARG,2.882932862265118,0.0411121286451816,-1.0667439037121438,0.6861793398857117,True,False,False,False
GATA2,2.9160344043094337,0.0375555418431758,-0.3781045544801829,0.9100565314292908,True,False,False,False
TFAP4,2.931773585893279,0.0362543798983097,-3.1378271362849395,0.034569136798381805,True,True,True,False
IRF1,2.9321896880759946,0.0362543798983097,-1.4570057063259498,0.5221999287605286,True,False,False,False
BCL6,2.940780669145944,0.0362543798983097,-1.8528341699184205,0.36278119683265686,True,False,False,False
STAT6,2.958468078954625,0.0348687246441841,-1.4662113372345673,0.5181742906570435,True,False,False,False
MSC,2.964635899519382,0.0347380302846431,-0.24553236862615982,0.9463640451431274,True,False,False,False
NFAT5,2.971481190154876,0.0345396809279918,1.035700254704131,0.6930103898048401,True,False,False,True
CEBPZ,3.0008964663725455,0.031905747950077,1.9129834277605244,0.346329003572464,True,False,False,True
YBX1,3.006936664130457,0.0318183079361915,0.7422764391416714,0.8015767335891724,True,False,False,True
MYB,3.1093905081007995,0.0237597431987524,1.802973464857592,0.3834449052810669,True,False,False,True
ZBTB16,3.1836099606128476,0.0188446249812841,1.0950252445593216,0.6695696115493774,True,False,False,True
CREB1,3.236871951307891,0.0159547831863164,1.632858502804159,0.4646807014942169,True,False,False,True
ETV2,3.2409065047682573,0.0159547831863164,0.2408849147904374,0.9463640451431274,True,False,False,True
HSF1,3.246786014279118,0.0159547831863164,-1.1393098412788496,0.6635387539863586,True,False,False,False
NFATC4,3.2607992725365884,0.0155488057062029,-3.5061526927574396,0.012735645286738873,True,True,True,False
KLF15,3.291850918701752,0.014215332455933,0.7165575728224242,0.8024625778198242,True,False,False,True
RARA,3.3081264810290136,0.0136945080012083,-0.7505891941623326,0.8015767335891724,True,False,False,False
CLOCK,3.315869612708117,0.0136044034734368,0.5047705147287223,0.8830636143684387,True,False,False,True
CEBPB,3.331626818885624,0.013137218542397,3.591147443372088,0.010834531858563423,True,True,True,True
NFKB1,3.3426465742875013,0.0129075394943356,-1.4382620521163993,0.5231906771659851,True,False,False,False
REL,3.343203340282525,0.0129075394943356,-1.002368563339158,0.7073604464530945,True,False,False,False
ERG,3.3806125262356312,0.0117742316797375,0.19983569118328853,0.9538784027099609,True,False,False,True
ETV4,3.4041130202559606,0.0110645042732357,-1.9986454374629592,0.3219772279262543,True,False,False,False
STAT1,3.426948577254351,0.0104235392063856,-1.4448191738798337,0.5231906771659851,True,False,False,False
MEF2C,3.4540211826829363,0.0096678733825683,-1.9383200794178188,0.33646413683891296,True,False,False,False
MYOD1,3.5138694459689797,0.0079305740073323,-0.31931501348295904,0.9259219765663147,True,False,False,False
EPAS1,3.5721869395528545,0.0065258662216365,-0.2829228642443675,0.9386051893234253,True,False,False,False
TBX21,3.5856400354595492,0.0063663246110081,-1.13184446797383,0.6637965440750122,True,False,False,False
TP63,3.59380349265127,0.0063416333869099,-2.5785515464706528,0.11849422007799149,True,False,False,False
SMAD1,3.631160353309021,0.0056482320651412,-1.5577359507544075,0.4903319776058197,True,False,False,False
MYOG,3.659498421602034,0.0052082515321671,-1.4859781866934654,0.5157152414321899,True,False,False,False
EGR2,3.732240008074328,0.0040311240591108,-1.7201771986342893,0.41976457834243774,True,False,False,False
NFATC2,3.829810869250094,0.0029009019490331,-1.683315959062393,0.440510630607605,True,False,False,False
JUNB,3.8897545744340336,0.0023461927194148,-1.019255034456008,0.7027916312217712,True,False,False,False
ATF4,3.96611763056267,0.0017676149727776,1.3217563319153132,0.5829251408576965,True,False,False,True
AR,3.9799858233729055,0.0017272789264097,0.4914336965875898,0.8862876296043396,True,False,False,True
FOS,4.010734102988282,0.0015734628541395,-0.8271927146188136,0.7793751358985901,True,False,False,False
NFE2L2,4.02029897024446,0.0015691124135628,1.1790756632055603,0.6525324583053589,True,False,False,True
STAT3,4.030570310044425,0.0015622592763975,0.930100855601422,0.7407544255256653,True,False,False,True
RELA,4.079236637181801,0.0013793085236102,-1.4717223039609935,0.5157152414321899,True,False,False,False
ESR1,4.086855250057832,0.0013793085236102,0.4369819549946799,0.8974133133888245,True,False,False,True
ATF2,4.092506078497259,0.0013793085236102,-0.48918553017292554,0.8862876296043396,True,False,False,False
RUNX1,4.219945404177733,0.0008585380273871,-1.9310160794191498,0.33646413683891296,True,False,False,False
SPI1,4.316169059407974,0.0006201352807693,1.0554450613401445,0.68677818775177,True,False,False,True
SP1,4.331686608576185,0.0006120533798821,2.7633249236784088,0.08693931251764297,True,False,False,True
EGR1,4.4439867973556275,0.0003883866302203,-1.1933465955597864,0.645842969417572,True,False,False,False
NFATC1,4.5243323058026546,0.0002843962574843,-3.6853449832535876,0.008424105122685432,True,True,True,False
MEF2A,4.527480582387202,0.0002843962574843,-2.7052500281166987,0.09735081344842911,True,False,False,False
FOXO3,4.660244585340394,0.0001712414668872,1.5105804889924639,0.5048713684082031,True,False,False,True
SRF,4.665244420774522,0.0001712414668872,-0.7959074197658565,0.7898380756378174,True,False,False,False
JUND,4.715906321667037,0.0001542627433082,-1.320001248952575,0.5829251408576965,True,False,False,False
ETS2,4.778249524463416,0.0001247587933903,-0.6958647309759004,0.8143765926361084,True,False,False,False
SMAD3,4.924454249750705,6.640511855948716e-05,-0.7915221787305219,0.7898380756378174,True,False,False,False
ETS1,4.974765362045276,5.77169812459033e-05,-0.7302190300922741,0.8018715381622314,True,False,False,False
NFKB,5.006840106491477,5.5886717746034265e-05,-0.0077345552434953235,0.9986990094184875,True,False,False,False
JUN,5.48837575179621,4.8063402573461644e-06,0.15049618592939332,0.9714920520782471,True,False,False,True
HIF1A,5.722284123925257,1.4991874195402488e-06,0.16388258376113293,0.9714217782020569,True,False,False,True
TP53,6.416567465172896,3.3539986787900495e-08,-0.7824693691847713,0.7898380756378174,True,False,False,False
AP1,6.536207581766092,2.283295863492185e-08,3.212158960117438,0.028805211186408997,True,True,True,True
