,activity,pval
USF1,-1.9095120253663649,0.2530021071434021
RBPJ,-1.9339158820667206,0.24243313074111938
ASCL2,-1.9517805501563321,0.23418648540973663
ZNF331,-1.9518296643869522,0.23418648540973663
NFAT5,-1.9535159449860398,0.23418648540973663
ID2,-1.9535383289087973,0.23418648540973663
FOXC2,-1.9546651750741004,0.23418648540973663
MECOM,-1.9567381038039926,0.23418648540973663
EHF,-1.9579332487404113,0.23418648540973663
MAX,-1.9594393751273766,0.23418648540973663
EN1,-1.966188859989797,0.23418648540973663
SMAD6,-1.9778446195910155,0.23418648540973663
SPDEF,-1.9853531360749568,0.23418648540973663
E4F1,-1.9872395023289988,0.23418648540973663
CEBPG,-1.995789207490974,0.23375338315963745
SIRT1,-2.003596616803545,0.23239348828792572
BARX1,-2.0199830812963544,0.22584901750087738
ZNF91,-2.0283064580396766,0.22313688695430756
NR0B2,-2.0454808274359335,0.21895089745521545
ETV3,-2.0710517888877424,0.20948655903339386
RARG,-2.0755539133373646,0.2089127004146576
ETV1,-2.0801178017573774,0.20831945538520813
TFDP3,-2.082981167077203,0.20831945538520813
SMAD9,-2.0843068995897243,0.20831945538520813
YBX3,-2.089122545826674,0.20831945538520813
HOXA9,-2.09827964384299,0.2079104483127594
DDIT3,-2.1048475162273954,0.2063693106174469
SSRP1,-2.1246490432446565,0.19824086129665375
YBX1,-2.1346498558266926,0.19509638845920563
TCF3,-2.142747929026991,0.19350168108940125
DLX5,-2.1462140986591978,0.19350168108940125
MYOG,-2.1569781369507597,0.19311732053756714
SCX,-2.1779735328387924,0.18664886057376862
RFX1,-2.1973850932074077,0.17937955260276794
MSX1,-2.225945943760814,0.1683463752269745
HOXA10,-2.2310387217884102,0.16778118908405304
HOXA5,-2.2446046649405904,0.163604736328125
PAX1,-2.2526991631954467,0.16180723905563354
ZBTB4,-2.268457582417236,0.15686854720115662
TEAD2,-2.2799871430376397,0.15375904738903046
PAX3,-2.3010050825341333,0.1485159695148468
CEBPD,-2.304000717421965,0.1485159695148468
HNF4G,-2.3101729767884858,0.14804169535636902
RUNX2,-2.315382276473278,0.14758071303367615
