,gene_name,log2FC_full,log2FC_reduced,qvalue_full,qvalue_reduced,sig_full,sig_reduced,same_direction
ENSDARG00000102595,si_dkey-250k10.1,9.082402979534947,9.539337693583782,1.478217646103275e-20,1.2979190052471482e-50,True,True,True
ENSDARG00000104613,znf1179,-5.875396606795282,-5.664538266566642,1.0674009698251327e-17,2.112647501536767e-46,True,True,True
ENSDARG00000079986,BX927329.1,-8.474811740162822,-8.927286035680766,5.663768119200951e-16,8.334048279499315e-09,True,True,True
ENSDARG00000075963,mhc1uba,-11.96642883062548,-11.586191689914127,9.301945643927512e-16,1.792042410280629e-10,True,True,True
ENSDARG00000074345,si_ch211-214b16.4,-7.387878577405509,-7.14974031376248,3.643255000504521e-13,1.994420469853742e-34,True,True,True
ENSDARG00000061417,nub1,-4.2758230436041575,-4.264079844452066,3.2676982792411393e-12,1.5388711988673934e-10,True,True,True
ENSDARG00000101324,apoa1b,11.901533172054014,12.319179771050601,5.0683174642758876e-11,6.613995458593293e-14,True,True,True
ENSDARG00000099307,si_dkey-10p5.10,-4.253873880257479,-5.065074058120879,6.621764970449477e-11,5.5056782824399e-24,True,True,True
ENSDARG00000099384,si_dkey-238k10.1,7.4193412367402045,8.061720589297323,6.621764970449477e-11,5.334031237079172e-21,True,True,True
ENSDARG00000053973,fetub,11.188953962762557,12.0541078430645,1.0680325955452181e-10,3.5338625721114557e-12,True,True,True
ENSDARG00000105273,FP074902.2,-5.466985704804137,-4.927154484106772,1.602731182503652e-10,2.2152792004830938e-16,True,True,True
ENSDARG00000020741,fga,11.065841786121736,11.850085416790618,1.6968400384115225e-10,2.0081695447080918e-10,True,True,True
ENSDARG00000022767,apobb.1,9.768484206464139,10.142341948687443,2.7734173263961734e-10,1.7831498395918491e-12,True,True,True
ENSDARG00000059634,thumpd3,-9.086475219560862,-8.423549180000025,4.711500008782052e-10,2.131426077370114e-07,True,True,True
ENSDARG00000045074,arl4d,3.4270197164674654,3.4832124559662527,4.711500008782052e-10,1.8606516847135607e-08,True,True,True
ENSDARG00000034705,pvalb7,-5.179521977665272,-4.928796373354217,7.589451037254715e-09,2.407779099167179e-56,True,True,True
ENSDARG00000087359,c3a.2,10.4171365275145,11.587914936755316,1.420243520763144e-08,1.7526771259673865e-07,True,True,True
ENSDARG00000016771,tfa,9.29199852417162,10.94110478611071,1.665900502220056e-08,2.768519767156958e-13,True,True,True
ENSDARG00000028614,mospd1,-3.7157851468014442,-3.5291029606031934,2.6246526315971554e-08,3.036696264780181e-07,True,True,True
ENSDARG00000080675,si_dkey-71b5.7,-4.151254878434501,-3.898056204054472,2.6246526315971554e-08,1.6483829855148268e-21,True,True,True
ENSDARG00000115161,CABZ01069162.1,-13.215068807154365,-13.136039261726772,2.6246526315971554e-08,0.00261949397911495,True,True,True
ENSDARG00000090850,serpina1l,10.700148962803818,11.244720489254306,3.924625033654207e-08,6.896561920700214e-11,True,True,True
ENSDARG00000038716,casq1a,-8.099059375916392,-7.5647772786090055,3.924625033654207e-08,2.926582695130332e-09,True,True,True
ENSDARG00000103253,zgc_112023,5.156994206423857,5.552212912384859,4.3908960191475444e-08,1.2779961060215348e-12,True,True,True
ENSDARG00000042613,crp3,8.791058962101916,9.042656482183078,7.322996547817004e-08,3.7013621486887635e-05,True,True,True
ENSDARG00000044405,ttc4,3.509397756046963,2.937525448626068,7.959141850541391e-08,8.205653963251645e-07,True,True,True
ENSDARG00000061256,si_dkey-44g23.5,-3.702986076492023,-3.4665280208206806,7.959141850541391e-08,7.586183392535457e-06,True,True,True
ENSDARG00000008969,fgb,9.55692702328329,10.326208766154627,9.870713880952013e-08,1.742375675129634e-07,True,True,True
ENSDARG00000090099,si_dkeyp-67a8.4,7.238627220061768,6.946032450404929,1.3969238933218196e-07,3.9168105694854364e-07,True,True,True
ENSDARG00000086028,igfn1.4,-7.352831971301908,-7.335877798983023,2.1685686504293846e-07,1.2404536411252202e-06,True,True,True
ENSDARG00000016319,c9,9.171564934057503,10.840247433020528,2.5387938561281985e-07,2.885029439995355e-09,True,True,True
ENSDARG00000009549,ubr4,1.844279357396957,1.85264741446119,3.7075974702336604e-07,4.983955678375747e-10,True,True,True
ENSDARG00000095751,leg1.2,10.094398771981766,11.060345629252264,3.828577486864939e-07,2.442322103009619e-06,True,True,True
ENSDARG00000040812,ncf4,-7.360322278894396,-7.540552851849495,3.894264633605775e-07,1.0491702691905919e-05,True,True,True
ENSDARG00000058953,abcc4,4.338670560380313,4.214193908255786,4.893170121458438e-07,2.0903833530764135e-07,True,True,True
ENSDARG00000027355,slc25a4,5.059550633665912,5.325194055584096,5.171608161008177e-07,1.44108461955035e-82,True,True,True
ENSDARG00000018351,hpda,8.970877764878912,9.370467339425527,5.308047830887279e-07,9.60869600084898e-13,True,True,True
ENSDARG00000099425,CABZ01073265.1,7.55497586027492,8.205518490992578,6.53380101409709e-07,1.5674756140852745e-06,True,True,True
ENSDARG00000075926,igfn1.2,-5.383223053803349,-5.960130621300769,1.0293090334721363e-06,6.155397433773578e-06,True,True,True
ENSDARG00000004452,tardbpl,-1.63705119917233,-1.56425068516089,1.1139245190026884e-06,1.496432583601647e-07,True,True,True
ENSDARG00000076853,areg,7.71682863603876,8.478975074870855,1.1139245190026884e-06,0.0001744741769656375,True,True,True
ENSDARG00000102593,si_ch211-214b16.2,-9.103143285759275,-9.016478919103951,1.1139245190026884e-06,2.3143162089013935e-05,True,True,True
ENSDARG00000092578,si_ch211-222e20.4,3.1581799534542996,3.209250357306615,1.1343774925015458e-06,1.0956371742840636e-06,True,True,True
ENSDARG00000012694,c3a.1,7.2730132784457995,7.651376767841785,1.1495427219784474e-06,7.457274468509495e-09,True,True,True
ENSDARG00000071076,ldhbb,6.60504719673772,7.165711551137072,1.5027811865141905e-06,4.200702480326168e-08,True,True,True
ENSDARG00000030872,cetp,9.244851664840018,10.19559584054817,1.8505445024797624e-06,2.7477108045221083e-06,True,True,True
ENSDARG00000100844,cldn15lb,9.298996880183605,9.015534574578659,1.9557483044528925e-06,0.00030560428592029824,True,True,True
ENSDARG00000043279,aqp12,7.26210948150426,7.8875466103656215,2.348197615467465e-06,3.7229871545307533e-06,True,True,True
ENSDARG00000055036,itih3a,7.76958052863729,8.065450332337045,2.710312427003293e-06,4.200702480326168e-08,True,True,True
ENSDARG00000038439,fabp10a,9.736536960588873,10.05151853595879,2.8777071879482842e-06,1.642196603581876e-07,True,True,True
ENSDARG00000092155,apoc2,8.80895649079585,10.201383622880751,2.932308521538853e-06,2.8777141596722372e-08,True,True,True
ENSDARG00000012609,hpxa,10.220048619214772,11.906978964174728,3.2015329245970695e-06,4.587056968197865e-05,True,True,True
ENSDARG00000071429,tdo2a,6.9463657529135405,7.209990758916139,3.2015329245970695e-06,2.1339147679230827e-08,True,True,True
ENSDARG00000093068,c3b.1,6.953681552716364,7.772325287718372,3.2015329245970695e-06,2.0903833530764135e-07,True,True,True
ENSDARG00000029230,pnp4b,10.515106118010207,10.750261213524059,3.4067042256627134e-06,2.1374584529785123e-07,True,True,True
ENSDARG00000010312,cp,7.4396877030566655,8.06939122379861,3.5960753304939547e-06,3.8416648649914375e-07,True,True,True
ENSDARG00000094518,si_ch211-125e6.8,-5.973701602777496,-7.146000090912649,3.8340503916332295e-06,1.9257103249189638e-07,True,True,True
ENSDARG00000026764,ahsg1,8.52108010471181,8.866871806274101,4.076692938733301e-06,3.735365061060583e-07,True,True,True
ENSDARG00000098901,CABZ01002768.1,-5.129235100844761,-5.003870470837307,4.322503791272557e-06,3.5516742725181417e-05,True,True,True
ENSDARG00000102722,itih3b,8.588768380212793,9.037689055881634,4.4136166677360996e-06,8.558997527212067e-07,True,True,True
ENSDARG00000038405,zgc_153921,10.481715821620343,10.93886453555352,4.673992698066753e-06,2.361530361595475e-06,True,True,True
ENSDARG00000036834,krt92,9.302041301799472,7.958148334601348,6.322451512225073e-06,0.0006453196133598183,True,True,True
ENSDARG00000099775,CABZ01074307.1,-5.098325967489293,-4.930173025774851,6.387523474229207e-06,4.9029353827233894e-24,True,True,True
ENSDARG00000003523,itln3,8.387432413414242,9.384226105549985,7.484124497324516e-06,1.4710358093148465e-05,True,True,True
ENSDARG00000101861,cyp2k19,6.919170080884958,6.9552859268810545,7.77128758689709e-06,0.0003410676202803042,True,True,True
ENSDARG00000097504,CR626907.3,8.63543546012934,9.25073645005644,7.988835452013538e-06,3.7487443002411174e-07,True,True,True
ENSDARG00000045516,itih2,7.294244127673544,9.683862173775335,1.0466014450737125e-05,8.94880842594165e-08,True,True,True
ENSDARG00000070078,abcb11b,8.53190644006961,9.022325663518975,1.0466014450737125e-05,0.00010417042910942487,True,True,True
ENSDARG00000093931,rflnb,-4.177275816517001,-4.094811680756447,1.0851446919286023e-05,4.0118044091971105e-08,True,True,True
ENSDARG00000020866,apoa4b.2,7.190590632577786,7.730256658779008,1.0851446919286023e-05,0.000656185722639484,True,True,True
ENSDARG00000092858,si_ch1073-126c3.2,6.9283534554268895,7.947636832437832,1.113352914519007e-05,4.155210610810756e-06,True,True,True
ENSDARG00000104329,si_ch73-281k2.5,6.667596843556055,7.174435949958489,1.1636494143236495e-05,4.724525632570522e-06,True,True,True
ENSDARG00000034862,f7,9.64483669772739,11.147759932778177,1.1636494143236495e-05,0.0005456935972448443,True,True,True
ENSDARG00000104818,si_ch211-93f2.1,2.9804448275739817,3.3062858566680395,1.2101486751698499e-05,1.02992889454183e-06,True,True,True
ENSDARG00000042780,apoba,7.440982774901389,8.090236612232866,1.2596455794193435e-05,6.8607992122051155e-06,True,True,True
ENSDARG00000007024,uox,7.74854755708328,8.277164493066994,1.304010389438354e-05,2.9417722495014274e-06,True,True,True
ENSDARG00000038153,lgals2b,8.363363576646043,6.497389720758259,1.3956971484499794e-05,0.008220756477702427,True,True,True
ENSDARG00000098645,rgn,5.324332243131044,6.139704833727711,1.441157495653888e-05,1.106192928501434e-09,True,True,True
ENSDARG00000099200,zgc_123103,8.17453431803625,8.434318845959076,1.6179283135602473e-05,4.127155987734155e-08,True,True,True
ENSDARG00000100248,c1r,8.276212104059995,9.334161362451669,1.7587647616760308e-05,3.212360060156709e-05,True,True,True
ENSDARG00000034211,capn2l,-6.238031691089697,-9.316219975712594,1.823570706527057e-05,6.593701072775011e-07,True,True,True
ENSDARG00000039116,nr5a5,9.024880979976432,10.459032196365792,1.8866870694336097e-05,0.0014623523696046699,True,True,True
ENSDARG00000016412,agt,6.271417721437186,6.858339008929728,2.055238934346587e-05,9.700566065691287e-12,True,True,True
ENSDARG00000089310,gc,11.497408616782339,11.931273496792251,2.223130740977758e-05,0.00017768605936328597,True,True,True
ENSDARG00000020738,zgc_153921,9.134824339095868,9.645673145350477,2.257665402672485e-05,2.737149315678426e-05,True,True,True
ENSDARG00000075827,f7i,9.57786914540974,10.813829399352134,2.3796564642524272e-05,2.0182009299076904e-05,True,True,True
ENSDARG00000030094,malb,-6.956540574730809,-6.371473594238022,2.5496581813193026e-05,0.0001613384014611862,True,True,True
ENSDARG00000097973,si_ch1073-190k2.1,10.468284062726058,6.47474169867706,2.8660782644036852e-05,0.0939850643969977,True,False,True
ENSDARG00000090286,serpina1,12.686803984638795,12.912992751316002,2.8660782644036852e-05,9.49465549944717e-09,True,True,True
ENSDARG00000095522,si_dkey-71b5.3,-7.993773640417494,-7.8311875752229385,3.571780045524661e-05,0.0007644567565989265,True,True,True
ENSDARG00000077202,mocs2,3.6365682036946443,3.804059957999905,3.571780045524661e-05,3.742264167178397e-05,True,True,True
ENSDARG00000062134,kcnab2b,-4.219358772475046,-3.948133905713494,3.571780045524661e-05,1.0956371742840636e-06,True,True,True
ENSDARG00000039687,zgc_194221,9.129347170701829,9.487536706049628,3.928782935407223e-05,5.167832312563384e-06,True,True,True
ENSDARG00000012535,epx,-3.1881605116012364,-3.1943259760787184,3.958377803723276e-05,0.00048640651444466053,True,True,True
ENSDARG00000021004,c5,6.936653190983497,7.379949567735746,4.1076982215726936e-05,5.139169741497758e-05,True,True,True
ENSDARG00000105528,si_dkey-86l18.10,8.621158304651631,9.277965814826048,4.290468843905394e-05,0.010137464374309617,True,True,True
ENSDARG00000076838,apom,8.98148466889696,12.460158290646955,4.6474478359759264e-05,9.555892015725147e-05,True,True,True
ENSDARG00000052948,nppal,7.942517343502123,12.74251914680381,4.749598217489243e-05,4.333959016100236e-05,True,True,True
ENSDARG00000102888,gpr39,5.14620736694248,4.937783135145685,4.797754824229108e-05,4.787600622072006e-05,True,True,True
ENSDARG00000099419,CABZ01025780.1,-6.09391076363138,-5.744862234437289,4.797754824229108e-05,1.8350770804081917e-20,True,True,True
ENSDARG00000061747,dipk2b,-3.724681335662458,-3.65816972790883,5.220331434234125e-05,4.624632588899703e-07,True,True,True
ENSDARG00000043196,rnasel2,13.817592961667003,14.570690139629422,5.6246389614252803e-05,3.3968037292033003e-06,True,True,True
ENSDARG00000097613,igfn1.3,-3.8478726775612295,-3.583027862598143,5.7606242571590856e-05,4.4596808847051636e-17,True,True,True
ENSDARG00000041595,ces3,7.9191986160828725,8.308454805054021,5.7678392192257036e-05,4.528568467532679e-06,True,True,True
ENSDARG00000069286,ndufaf2,-1.7045162448679332,-1.7005992705079047,6.041573001528893e-05,5.065869759473084e-06,True,True,True
ENSDARG00000086569,zgc_172051,7.4302400725529605,9.503232289454157,7.353221574306131e-05,1.3702759847047508e-06,True,True,True
ENSDARG00000039517,c8b,7.116429024669073,7.97364217135756,7.436914766527274e-05,0.00037561526524808157,True,True,True
ENSDARG00000075016,apobb.2,8.578576522276965,8.867670398249219,7.448139204161099e-05,1.2444088623916226e-06,True,True,True
ENSDARG00000076017,tmem69,-3.6595717815208832,-3.0632899892080023,7.62106572945759e-05,0.0017264054476443123,True,True,True
ENSDARG00000094524,si_ch211-1f22.11,-6.817608452334235,-6.298189913222231,7.62106572945759e-05,0.0001138457184155878,True,True,True
ENSDARG00000113971,LO018181.1,-4.780764356933121,-3.5435106877261044,7.7966386144122e-05,0.006895394458037772,True,True,True
ENSDARG00000101688,si_dkey-207l24.2,6.317958000897252,6.415685814900324,7.879278612616337e-05,2.3943443214386213e-08,True,True,True
ENSDARG00000079901,si_ch73-15n24.1,16.931982469370173,9.22137460896561,8.763889612783867e-05,0.0014011675909392429,True,True,True
ENSDARG00000098538,CABZ01112049.1,5.710477059266316,4.284573804049445,8.826918383557986e-05,5.3467134370699864e-05,True,True,True
ENSDARG00000092170,apoc1,6.769558444631355,7.498879380678075,8.826918383557986e-05,1.7723857032103107e-06,True,True,True
ENSDARG00000021573,slc16a7,6.215118632125817,7.483720703611501,9.013161330250597e-05,0.006301712389556991,True,True,True
ENSDARG00000021172,cyp2ad2,5.633930517505207,5.910517930425117,9.479575527047614e-05,5.971170811455694e-14,True,True,True
ENSDARG00000057498,habp2,8.737557514156846,8.966864011170381,0.00010342195194179693,6.572237721132758e-06,True,True,True
ENSDARG00000103308,mst1,5.913895106209699,6.221534714190138,0.00010529335911987987,1.370646687003554e-08,True,True,True
ENSDARG00000007988,masp2,9.698596581330609,9.909319899171766,0.00011101414085406239,0.002990727493669567,True,True,True
ENSDARG00000100406,zgc_112265,7.021983336901406,8.06772222428342,0.00012455859251691624,7.556616392991029e-06,True,True,True
ENSDARG00000055185,tm4sf5,4.422214210610601,3.840805295124023,0.00012642927109092394,0.0005937559743322838,True,True,True
ENSDARG00000070960,si_ch211-288g17.4,7.617103785605836,9.344819787175334,0.00012877578023046593,1.7120736541610074e-05,True,True,True
ENSDARG00000040298,apoa4b.1,7.72325448687921,8.14519521170683,0.00012877578023046593,0.0005531237355041295,True,True,True
ENSDARG00000068478,gpx4a,4.020464808529423,4.567605470825061,0.00013354418930971085,3.170473590555322e-12,True,True,True
ENSDARG00000069293,ahsg2,8.856003442165052,9.139263442282878,0.00013354418930971085,2.0679160309284568e-05,True,True,True
ENSDARG00000105411,si_ch211-113d11.5,7.547166902193014,7.7874267166421705,0.00013387853828736266,6.710083101626078e-07,True,True,True
ENSDARG00000044619,birc2,-4.033726228739442,-3.8591032947969266,0.00014155120906032465,0.0008710201387197056,True,True,True
ENSDARG00000045414,elovl2,5.950970048507841,6.883271450648613,0.0001504388340569977,0.000274579779384507,True,True,True
ENSDARG00000062688,gpnmb,3.425146134913329,3.74473332212569,0.0001532699089888012,1.108293994787551e-06,True,True,True
ENSDARG00000024818,rilpl2,2.8865345893404166,3.047636502096984,0.0001532699089888012,3.5097960690127526e-05,True,True,True
ENSDARG00000096445,si_ch211-214p16.3,7.753236300983264,5.3928860882459615,0.0001532699089888012,0.007843890823907481,True,True,True
ENSDARG00000006341,tas1r3,7.370145028427736,7.557819054596773,0.0001532699089888012,3.8532432205631654e-10,True,True,True
ENSDARG00000102143,btr24,-3.6637354285803903,-3.486699513905351,0.00015576967062371893,2.037354310291067e-05,True,True,True
ENSDARG00000110637,si_ch211-212k5.1,3.615066440887862,3.871324616011505,0.00016093239934017266,1.3753624874707305e-12,True,True,True
ENSDARG00000056535,pla2g4f.1,-8.081565070617204,-7.959808269061803,0.00017589994136558252,0.001789856761937783,True,True,True
ENSDARG00000104380,si_dkey-238k10.2,3.9359276720221588,4.1362836474882725,0.00018006529343031857,4.775599852110549e-27,True,True,True
ENSDARG00000042010,pklr,5.762616941317352,6.03962623304039,0.00018693254244949115,0.00019914848061381688,True,True,True
ENSDARG00000012076,apoa1a,5.722783356879043,6.049928887760119,0.00019442969740739212,8.723818275274515e-05,True,True,True
ENSDARG00000076043,si_dkeyp-73d8.9,8.551786553457399,9.018037021502497,0.00020201462198167906,0.0005462464431879441,True,True,True
ENSDARG00000092806,si_ch1073-110a20.2,5.9164400224504945,5.9717919264380885,0.00020894291310827472,3.4542252065635646e-05,True,True,True
ENSDARG00000079271,dcxr,2.6197136464632838,2.4944696602683556,0.00021369440063847205,9.281678895341881e-09,True,True,True
ENSDARG00000113896,si_dkey-29p23.1,4.651207991029208,4.814363407400899,0.00021369440063847205,4.67936843589513e-08,True,True,True
ENSDARG00000077068,si_ch211-11p18.6,-3.9746634793974054,-3.827847717925378,0.00023300618929904097,3.2502093747572444e-05,True,True,True
ENSDARG00000040747,tm4sf4,4.770423760791386,4.947368741390748,0.0002628166531655657,2.625673152735115e-05,True,True,True
ENSDARG00000029388,si_dkey-90m5.4,5.833013194201271,6.765396391536505,0.0002645522569532497,2.5380993280247783e-05,True,True,True
ENSDARG00000100442,cfh,6.219543063944762,6.484317563246367,0.0002645522569532497,3.597480815342738e-05,True,True,True
ENSDARG00000087293,si_dkey-84h14.1,3.6971075542602447,4.095997811220307,0.00028550766001841986,2.197937036167085e-05,True,True,True
ENSDARG00000043719,c3a.6,6.377677827662152,8.378673334559805,0.00030751934959687615,5.0833015822939536e-05,True,True,True
ENSDARG00000089636,BX322587.1,3.5727919087923596,4.96328982683484,0.0003089286792941242,1.1608980501467123e-08,True,True,True
ENSDARG00000078918,comtd1,10.369975287234427,10.793968891850115,0.0003221248434147454,0.015280684977751372,True,True,True
ENSDARG00000099633,sec14l7,6.920709197732152,7.23100329092235,0.0003230355067715639,1.5421131176300315e-05,True,True,True
ENSDARG00000055705,f5,6.049093463219779,6.3152266433999396,0.0003259276736671102,3.091383000310294e-14,True,True,True
ENSDARG00000018404,krt18a.1,2.7229473271893436,3.020218265376999,0.0003488092828063057,1.2779961060215348e-12,True,True,True
ENSDARG00000070721,vdrb,-2.418865759676709,-2.4295403414847363,0.0003600671985304033,0.0018184516474936577,True,True,True
ENSDARG00000099819,sb_cb1058,5.976544134465081,6.896846487821226,0.0004102404088334717,1.3702759847047508e-06,True,True,True
ENSDARG00000093957,si_dkey-251i10.2,-2.031725289384536,-1.8105038466131271,0.00042620803915761543,0.003711973564443208,True,True,True
ENSDARG00000096586,MFAP4 (1 of many),4.073251491874835,4.271286795874885,0.0004298411037614818,1.8477743104258645e-05,True,True,True
ENSDARG00000037191,ttr,9.341400831504886,9.629521329482673,0.0004918426876601794,0.00025641822198750955,True,True,True
ENSDARG00000022788,cops7a,1.1356393285041602,1.2243325184969782,0.0005330727188742549,1.2505875727838333e-07,True,True,True
ENSDARG00000061890,atp13a2,-3.7522893448530024,-2.856008873819377,0.0005380275369759694,0.0096552000077381,True,True,True
ENSDARG00000018459,msrb2,4.73074178881566,5.435287034178487,0.0005816688621908236,1.7128112800493042e-09,True,True,True
ENSDARG00000058476,stc1l,6.9804139396108775,11.429785253851934,0.0005988597801219656,4.497688136571789e-07,True,True,True
ENSDARG00000002968,a1cf,5.419709194028802,5.835194675458483,0.0006106041179814066,0.000504838628573452,True,True,True
ENSDARG00000090722,leg1.1,11.451517205119616,13.15717359119783,0.0006110529939962066,4.006325432016834e-05,True,True,True
ENSDARG00000034852,nt5c2l1,-2.8849974785877928,-2.9895571778026926,0.0006432491757745012,1.4961617341751604e-07,True,True,True
ENSDARG00000012513,sdcbp2,2.3933120384797637,2.1901353451122585,0.000644797116435083,0.008813215955769777,True,True,True
ENSDARG00000005616,bfb,7.687338488075066,9.308770469631948,0.0006716180270306467,0.0004177209107751438,True,True,True
ENSDARG00000114818,CU633479.5,-2.8182522546755493,-2.7788265249781046,0.0006716180270306467,1.6556188028286603e-11,True,True,True
ENSDARG00000104293,mhc1zka,-7.32647685199673,-7.573477091438431,0.0006814414745152499,0.0009031993499218233,True,True,True
ENSDARG00000022689,itgb1b.2,4.715289076414101,5.2230420913418385,0.0006893947827970672,1.7629527840703378e-07,True,True,True
ENSDARG00000053068,cyp8b1,6.714587744125961,6.930907280373976,0.0007062665809591432,0.002855517075366583,True,True,True
ENSDARG00000068474,si_dkey-94e7.2,7.579365903954863,9.021893856220457,0.0007070871449134852,0.00013424290760155017,True,True,True
ENSDARG00000002172,aplnra,-3.132841792447485,-3.009146671158452,0.0007327106539905821,8.609434231779289e-08,True,True,True
ENSDARG00000105976,LO017820.1,6.230167821637825,8.005178681668397,0.0007425540105691703,0.0003522928273284341,True,True,True
ENSDARG00000004296,ambp,12.995970658474949,13.433834881525573,0.0007530012479304842,1.1536005385780261e-05,True,True,True
ENSDARG00000022160,ttc23,4.182763984975743,4.842524510229223,0.0007761878824538005,8.867026898695158e-06,True,True,True
ENSDARG00000097040,CT025745.1,-3.9906427118701004,-3.809873041982929,0.0007787113996911024,9.97175984586396e-05,True,True,True
ENSDARG00000093198,c3a.4,3.0353160588085233,3.3254366438527883,0.000789485113946554,0.00027174557782630633,True,True,True
ENSDARG00000036700,si_ch211-114n24.6,3.0140928878185123,1.8522334897296187,0.0007898706025818257,0.0056359955766273565,True,True,True
ENSDARG00000024967,fancg,-4.83556685163926,-6.5377803622734785,0.0007937355497883552,2.4133090142147413e-05,True,True,True
ENSDARG00000002394,ugt5d1,8.684884331526218,8.887049336571796,0.0008084670785062358,0.0063037566073992895,True,True,True
ENSDARG00000045299,vmo1b,6.7270452048673155,7.37096824202215,0.0008086852060991647,0.0012780167132096139,True,True,True
ENSDARG00000101423,cyp2y3,3.8587812042376575,5.229325541478894,0.000812711036403447,5.714965931009324e-09,True,True,True
ENSDARG00000093780,BX548078.1,7.019345732784428,7.853103494764505,0.0008210195658146459,2.885029439995355e-09,True,True,True
ENSDARG00000002986,gda,4.2902474826351185,4.164024627539739,0.0008244172330497183,0.0005533037218827262,True,True,True
ENSDARG00000045854,fgf23,9.798627392876194,10.213768348407084,0.0008725001059975593,0.04309506185823422,True,True,True
ENSDARG00000078387,si_dkey-92i15.4,-3.479527221133043,-3.059185649679362,0.0008923875864948632,0.0018949240797473883,True,True,True
ENSDARG00000109563,CABZ01074453.1,7.369729356828845,7.244111204261695,0.00091943457974415,0.004641132461773712,True,True,True
ENSDARG00000116259,chia.6,4.621551881240177,5.623966311231585,0.0009249107931493605,0.00018294894549074602,True,True,True
ENSDARG00000079589,si_dkeyp-73d8.6,10.655096079022652,10.877964651799996,0.0009824915238480355,4.7420429503605606e-06,True,True,True
ENSDARG00000019451,pcsk2,6.663878056305911,6.895548487119689,0.0009826704835561376,0.005683312202900072,True,True,True
ENSDARG00000098734,ccdc14,5.520660418702041,5.868502575340422,0.001053589694937078,0.005173827589221767,True,True,True
ENSDARG00000071554,CU929149.1,-3.846290954812627,-3.3507010187728232,0.0010917605836685618,0.01243143575180054,True,True,True
ENSDARG00000089177,cyp46a1.3,4.744863562123149,4.352503874820873,0.0011000205032608477,0.0011378789674238363,True,True,True
ENSDARG00000107283,BX571813.1,5.105450614043913,5.059834608807208,0.0011027762155108533,0.0005228979935889557,True,True,True
ENSDARG00000100782,f7l,3.9667572094381747,4.582531290211036,0.0011788931339058101,3.624981924788642e-06,True,True,True
ENSDARG00000117571,BX927329.2,-7.278099635357412,-7.200611148478376,0.0011945395508161539,0.00647641911095737,True,True,True
ENSDARG00000089399,tmem176l.2,5.17869940403091,3.9063243473208256,0.0011945395508161539,0.018588871911180863,True,True,True
ENSDARG00000039100,jac7,6.901793258635547,6.904881740355606,0.0012212215586424816,0.0005749807929050485,True,True,True
ENSDARG00000088689,si_ch211-201o1.1,-2.916527382937495,-3.418108263089666,0.0012827171757073355,2.3116598598313706e-05,True,True,True
ENSDARG00000094886,si_dkey-266f7.5,-4.004895745005704,-3.837291991505124,0.0012840124122995209,1.2784091614050027e-06,True,True,True
ENSDARG00000067851,lcn15,5.271340845612535,5.900388939979984,0.0012840124122995209,2.072478926167136e-06,True,True,True
ENSDARG00000097693,si_ch211-248a14.8,4.873246151076625,4.918104396729299,0.001435107644970464,0.00014387261425724405,True,True,True
ENSDARG00000031649,cort,5.323732869603195,5.504087765960548,0.0014933263364448968,1.1562234835649064e-05,True,True,True
ENSDARG00000060034,tmem151ba,6.043924984715069,6.5674510863307525,0.0014933263364448968,8.206948463238398e-06,True,True,True
ENSDARG00000056338,szrd1,-3.392299008812353,-2.8947645420277848,0.0015424903128519155,8.068577091520623e-07,True,True,True
ENSDARG00000046142,si_ch211-170d8.5,6.422587821110087,6.65614090661672,0.0015859989212952165,0.0005123480432528396,True,True,True
ENSDARG00000027584,ttpa,3.794473661153526,4.0217662606517655,0.0015923888384385848,3.1218091512333634e-11,True,True,True
ENSDARG00000070657,pa2g4b,-2.0342388847856663,-1.7252283211616,0.0016066522866603195,4.2131845350555805e-05,True,True,True
ENSDARG00000076448,serpinf2a,7.0364394661045795,9.730111464105011,0.0016066522866603195,0.00017908809090247242,True,True,True
ENSDARG00000016742,rgs7bpb,3.9490910552857086,3.7223547039101765,0.0016197098582072318,0.008540361113627375,True,True,True
ENSDARG00000099811,si_dkey-203a12.7,4.047547203714513,4.369937764392515,0.0016224406585443728,4.107957543400731e-05,True,True,True
ENSDARG00000055278,cfb,12.254909263430001,12.700295450757453,0.0016601809162432209,0.00463586644351431,True,True,True
ENSDARG00000006220,ugt1ab,3.7726790314738925,3.7675342406724033,0.001748923855365772,0.0002441516066202102,True,True,True
ENSDARG00000103342,wu_fa56d06,6.0902788982413245,7.86555690863233,0.0017531324868751183,0.0006558977399330266,True,True,True
ENSDARG00000069290,bida,1.3327418180811326,1.1438581414754976,0.001776020471444431,0.0016074603626893308,True,True,True
ENSDARG00000059049,zgc_174904,3.630653426426337,4.036816924827936,0.001776020471444431,5.589184813175594e-08,True,True,True
ENSDARG00000026682,zgc_101583,1.75297574545848,1.8092377687293018,0.001776020471444431,8.94891963330138e-05,True,True,True
ENSDARG00000075163,cxcl20,3.9625623912211383,4.442887211762468,0.0018004184057801335,6.62770152064888e-08,True,True,True
ENSDARG00000090638,gp9,-2.9743471444897644,-2.8416785926633774,0.00183138982023907,3.569944981442049e-06,True,True,True
ENSDARG00000037425,s100a10a,5.122279326327538,4.255702666535225,0.0019418477833375934,0.008735224172874983,True,True,True
ENSDARG00000057767,nudt4a,3.0709661770466536,3.301175082841028,0.0019427485562200654,4.0426839270729705e-05,True,True,True
